"x","y","z"
310380.759493671,315149.367088608,213217.974683544
315981.656050955,317752.866242038,209129.681528662
319532.18505618,319877.009550562,205123.146067416
324573.14516129,320712.943548387,201850.967741935
280270.812227074,303952.209606987,239076.506550218
276806.79346032,302557.019661191,244063.910614525
274204.065132182,301104.290690838,248476.52173913
273526.21656051,299117.859872611,253720.50955414
269639.521327014,298129.488151659,258535.165876777
264208.539823009,294976.57079646,262644.778761062
260665.655172414,293266.75862069,266248.275862069
284745.558441558,271958.649350649,209273.766233766
326733.828405797,294309.837101449,172695.942028986
334453.462142857,296105.747738095,167743.333333333
341401.162368421,296538.517631579,162182.105263158
287677.815405405,275514.904324324,205417.297297297
289481.434888889,277017.205111111,201216.888888889
293640.484848485,280375.838383838,198733.737373737
298133.675912409,283052.426277372,194319.124087591
302016.978181818,286824.558181818,191907.272727273
307773.987837838,287167.917027027,186900.540540541
313108.796024845,289808.569689441,181621.366459627
320036.860588235,291548.285882353,177795.294117647
281061.389294118,267821.036705882,211666.823529412
280490.690954774,264724.57040201,216788.140703518
260591.738863122,240018.390314475,250567.868852459
259326.402721088,238100.56122449,255628.299319728
256084.016216216,235925.778378378,259170.810810811
250638.56300578,233209.698265896,263147.74566474
246899.651162791,231288.872093023,266321.860465116
278085.890625,260776.203125,221098.75
274644.088888889,258231.822222222,225255.777777778
271716.939597315,254146.791946309,229100.67114094
269686.969325153,250899.631901841,232648.098159509
264969.27184466,247907.626213592,235033.009708738
261427.234042553,244671.489361702,239258.29787234
260953.547484893,241310.769455332,243144.047619048
260225.618519279,242026.704951716,246964.946236559
283890.447539683,267284.283174603,207784.761904762
328076.549574468,290862.455106383,169702.978723404
335309.556804124,292274.536082474,165782.268041237
344757.186022727,293737.959204545,158264.090909091
286326.505494506,270242.461538462,204733.406593407
290016.729824561,273310.452280702,200505.263157895
293790.594219653,276992.665895954,196374.797687861
296803.09,279872.0025,192645
305323.032222222,284835.817777778,188981.111111111
308729.703111111,284122.08562963,183487.111111111
313928.081320755,286123.993867925,178453.58490566
320780.335652174,288077.198478261,174771.304347826
281285.809084507,263116.03556338,210763.38028169
280745.787419355,260053.582903226,215030.322580645
260401.220885429,234530.17185657,247925.185185185
261679.106612686,233638.634278003,252633.684210526
258641.898161765,231279.346985294,256778.529411765
255147.134883721,230673.357906977,261584.186046512
248878.796992481,227640.233082707,264524.812030075
278092.316374502,257034.252988048,218271.87250996
276264.156823529,253515.670588235,223202.117647059
273369.185125,250125.37775,226814.75
271273.884384615,247345.172153846,229958.461538462
267927.287128713,243524.118811881,232219.801980198
264320.952380952,240554.029761905,236580.476190476
261312.292237443,237208.255707763,239650.410958904
261529.819871054,235554.670724161,244556.821192053
298720.574850299,228516.598802395,187035.449101796
301590.308571429,230274.377142857,184269.714285714
305562.084033613,233458.554621849,181450.420168067
309423.132978723,237434.340425532,176033.617021277
313631.57952381,240961.531190476,174744.761904762
322933.443488372,240661.401511628,168498.837209302
295828.928227848,225505.350189873,190329.367088608
293512.8,222130,194070.75
287977.315068493,197119.671232877,226966.02739726
287297.032258065,192901.987096774,230277.161290323
285527.717647059,190361.788235294,233558.352941176
280766.996396396,187627.031801802,238634.234234234
280992.281875659,184384.995785037,241195.616438356
281766.881935326,181033.76620225,243745.862068966
284611.337755349,174264.377233382,243630.333333333
290958.553672316,219825.446327684,197360
289038.7125,217927.185185185,201448.888888889
287502.377622378,214229.370629371,204563.076923077
287050.444444444,212404.888888889,208055
287890.133333333,209652.266666667,212177.333333333
287196.513333333,206707.74,215714.4
288303.435294118,202967.717647059,219872.941176471
288284.030769231,200658.876923077,223797.538461538
302435.530123457,222641.523024691,184189.135802469
305797.236363636,224693.174,180830.181818182
310136.993170732,228906.570731707,177522.536585366
314593.731851852,232557.232716049,174160.493827161
320985.093275862,234200.033534483,170235.862068966
300391.166666667,220698.810344828,187583.908045977
297459.352941176,218658.034117647,191035.294117647
290940.16,193150.464,225024
290940.8,190024.658823529,228653.176470588
289852.657608696,186939.657608696,233066.739130435
286538.312796209,183986.199052133,236289.857819905
284656.067355372,181070.083553719,239616.859504132
287373.808219178,175079.01369863,239926.575342466
288238.333333333,168739.666666667,240834.583333333
294706.055520833,215626.555572917,194398.333333333
292774.914896552,213468.211517241,199102.344827586
290790.12,211337.407065217,202103.043478261
290097.4,208331,205406.25
290286.276923077,206341.907692308,209328.615384615
290848,203604.622222222,213782.814814815
290850.807017544,200205.754385965,216834.385964912
292127.200810811,196178.689189189,221875.405405405
307934.419753086,217672.296296296,181335.061728395
312272.120689655,222128.25862069,178244.137931034
315764.594117647,223233.996058824,174500.235294118
320630.103221476,225536.623020134,170494.228187919
305369.392712551,215616.518218623,184698.299595142
302402.874264706,213806.276764706,187850.294117647
294631.058479532,190141.614035088,222198.830409357
294387.592619048,187718.392857143,226274.285714286
294652.872180451,184113.323308271,229400.30075188
293427.472727273,180806.587878788,233249.454545455
288917.652173913,178034.243478261,236418.434782609
290052.64516129,169862.193548387,237180.215053763
293338.026666667,166355.195555556,236972.345679012
299156.146046512,212230.548682171,191559.379844961
296801.572327044,209974.264150943,195464.402515723
295078.644808743,206395.278688525,199445.464480874
294326.075681818,204861.904659091,204075.454545455
293671.19379845,203253.581395349,207696.434108527
293681.87012987,199629.714285714,210257.662337662
295595.438169014,196155.846197183,214796.056338028
294836.851612903,192815.277419355,218727.741935484
314037.122404372,214254.351912568,177564.808743169
318895.645833333,217275.981666667,173711.666666667
311182.92,210875.154285714,181324.571428571
307720.780487805,209799.804878049,185642.682926829
298829.370322581,187085.330322581,221591.225806452
298157.225806452,184390.425806452,224489.806451613
298099.057377049,180600.647540984,228193.114754098
297859.082608696,176960.643913043,232229.565217391
293274.941176471,171971.764705882,234383.529411765
296599.446808511,167066.356382979,234343.829787234
304348.525714286,207584.731428571,189491.657142857
301761.727411765,204866.260764706,194172
299546.466165414,203106.646616541,197181.353383459
298998.338013699,199617.623287671,200238.630136986
296591.553072626,198781.854748603,204892.067039106
296514.976744186,196147.534883721,207614.418604651
298104.525547445,192966.072992701,212625.401459854
298353.131363636,189692.767651515,216953.636363636
316609.422222222,207265.422222222,178075.555555556
313628.630638298,203645.527180851,181889.787234043
301640.567207792,183088.568181818,218418.961038961
302370.92173913,180319.768115942,222667.246376812
300916.076923077,177669.384615385,227463.076923077
300394.185357143,174791.666428571,230030
299323.904,171461.376,231882.24
309573.517241379,203730.128078818,186594.088669951
306567.805759494,200583.021139241,189980.759493671
304889.465968586,197903.078534031,194058.638743455
303140.027972028,196354.909090909,197992.447552448
301841.4,193672.2,202435.25
300749.643195876,191546.776597938,205791.75257732
301561.787037037,189391.212962963,210895.925925926
302228.325123153,186324.719211823,214704.630541872
305602.058479532,178551.204678363,216072.514619883
305198.15962963,177167.054444444,220882.222222222
304937.795918367,173994.054421769,224010.068027211
303526.492352941,170781.680840336,227395.966386555
301640.421052632,167825.178947368,230558.736842105
316986.267108434,198358.379518072,182393.734939759
313779.664804469,196674.145251397,187235.530726257
310825.142857143,194519.085714286,191678.857142857
308028.367555556,191852.327777778,195127.555555556
307198.458571429,189626.214505495,199778.461538462
306918.4,187002.026666667,203151.733333333
305776.914285714,185261.028571429,207355.428571429
305814.238105263,182414.817473684,211669.052631579
309872.858604651,176075.822093023,215526.511627907
308440.558139535,173019.286821705,218687.131782946
308511.542857143,169294.4,221924
305904,166007.483870968,225340.322580645
303273.273584906,164745.867924528,228627.547169811
317309.714285714,190037.942857143,186688.761904762
315020.408933333,187492.6222,191238.666666667
312365.581395349,185295.627906977,196127.674418605
311018.197718631,182197.83269962,200146.311787072
310291.85026738,179911.700534759,205387.379679144
308949.402777778,178798.840277778,209355.277777778
313313.72972973,172409.369369369,212566.846846847
310936.426035503,169817.562130178,217102.721893491
310436.781333333,165902.29375,218688.333333333
317739.891891892,180878.486486486,192185.675675676
316577.261083744,178042.482758621,196246.699507389
315420.942675159,176278.318471338,203628.535031847
313931.130434783,174053.256038647,207331.787439614
315287.312056738,168633.382978723,210895.602836879
314022.718181818,165516.7,214424
282320.878787879,262501.787878788,205877.575757576
329223.656347826,287418.556347826,167321.739130435
338056.280854701,287980.683333333,160378.803418803
287091.261166667,267103.739666667,203010.666666667
289444.240963855,269585.079518072,198464.337349398
292579.446666667,272101.92829932,195125.442176871
297089.019591837,276250.132857143,191345.306122449
303180.19826087,279616.068695652,187031.304347826
308131.255454545,281600.200454545,181923.636363636
313233.133,282134.027,177618
320087.020961538,284467.968653846,174206.923076923
282014.866851852,259902.964537037,209079.62962963
280397.914141414,256081.631313131,212678.585858586
262962.287309566,230207.635018013,244545.882352941
261551.497119636,229655.008751573,249134.117647059
262702.752831325,226919.745783133,252540
259301.007246377,225366.072463768,257100
254668.122792208,224481.954220779,262314.285714286
256170.4128,217615.6404,261744.8
278928.385982143,252278.284196429,217002.857142857
276912.536451613,249273.746532258,220753.548387097
274704.537464789,246272.091690141,224615.211267606
273158.978510638,242951.315319149,227926.808510638
270562.639512195,240084.523170732,231283.902439024
269415.259166667,237010.239375,233775.833333333
263977.309482759,233649.470344828,236718.620689655
263132.5097151,230561.526509972,240602.962962963
284008.75462963,258912.273148148,203360.37037037
331737.589626168,283027.413364486,163555.140186916
338694.254285714,281376.435714286,158179.523809524
287300.809358974,261886.398333333,200710.256410256
289287.773085106,265363.858191489,196372.340425532
293749.023255814,268945.860465116,193148.139534884
298498.020857143,271965.329619048,188036.380952381
302824.376963351,274274.848167539,184188.062827225
308020.598979592,275278.123673469,180893.87755102
312630.480568182,277785.437613636,175367.727272727
321339.392413793,282845.056206897,171598.620689655
281444.849874477,254995.248786611,207033.305439331
280875.894117647,252153.211764706,211436.235294118
263548.160513242,223665.704909569,242782.365591398
261268.995558932,222728.927657337,246427.52293578
262553.364157903,221976.141027814,250718.181818182
261231.947058824,221130.93,256390.588235294
257527.218,221089.214,260564
258560.206984127,213194.160634921,259991.746031746
279880.392839506,248062.218271605,215160.493827161
278159.945576923,244747.173846154,218006.923076923
276675.709459459,242132.108108108,221877.837837838
274186.368421053,239174.899578947,225010.105263158
272506.976744186,236176.744186047,228134.88372093
270165.48440678,231839.194745763,231756.271186441
266943.195979899,229153.768844221,234747.135678392
263998.171951219,225275.443109756,238097.56097561
284471.850931677,254608.298136646,201831.304347826
331835.569861111,277407.824583333,163327.222222222
288896.422641509,257974.302830189,197875.471698113
291081.536423841,261429.61589404,193903.311258278
294821.97979798,265018.343434343,190184.646464646
299168.297674419,267647.851162791,186180.837209302
302985.591715976,269423.970414201,182323.786982249
308367.655904762,271601.214190476,178104.380952381
315031.334230769,275638.656153846,174516.923076923
322850.025319149,279529.558723404,169228.085106383
282156.433121019,251927.031847134,205280.50955414
280556.755244755,246985.353846154,208461.818181818
264754.38961039,218484.571428571,239769.87012987
264544.877975807,218131.872323095,243978.922155689
263577.09704009,217742.969276883,248410.588235294
264885.70754386,215496.046754386,253141.754385965
262108.143154362,215002.123489933,257074.630872483
261418.740054348,206759.159673913,257665
262112.987654321,202233.679012346,258822.716049383
279934.167400881,243960.387665198,212274.537444934
278198.988505747,241205.701149425,215670.574712644
276983.564444444,238255.032777778,219073.333333333
274655.889655172,235204.891931034,221902.896551724
274876.303030303,231591.721212121,226359.515151515
271945.739130435,228106.295652174,228767.130434783
271738.027407407,224949.359012346,232880.24691358
267643.89380531,221404.743362832,235230.442477876
286453.600142857,250132.682,199746.285714286
333505.475121951,273018.823170732,161895.12195122
289220.374100719,253886.618705036,196393.381294964
292398.48951049,257002.34965035,191142.937062937
295856.231884058,260324.173913043,188491.014492754
299615.186440678,262858.169491525,184036.949152542
304611.384615385,265334.769230769,179981.538461538
311285.464612403,269976.342131783,173818.139534884
317682.906491228,272945.559649123,172661.052631579
326891.505185185,273915.997037037,165789.62962963
283946.921052632,248003.709078947,203529.298245614
281858.222222222,243706.222222222,205905.555555556
267525.335232558,215260.494476744,237107.441860465
266487.351705296,212604.92532463,241510.508474576
266032.662094017,212480.259193376,245387.5
266313.628991013,211899.247742591,249096.350364963
263172.410404624,209193.150289017,254738.034682081
266897.850639535,203169.417151163,255319.302325581
266720.017699115,196591.185840708,256396.814159292
281628.377358491,240954.566037736,209775.094339623
279790.490566038,236814.691823899,213074.465408805
278264.774193548,234644.025806452,216395.870967742
276437.123529412,231264.011764706,219356.941176471
276615.552795031,227958.459627329,223815.652173913
276007.04,224678.4,227145.866666667
273220.092234043,220726.62212766,230261.063829787
271556.923076923,217622.153846154,233954.405594406
287500.765714286,246320.783809524,195964.761904762
291037.447852761,249013.398773006,193172.515337423
293939,252073.6,189662.5
298011.892421053,256226.861736842,185848.421052632
301493.142857143,258913.904761905,182189.523809524
307314.339943503,261545.206327684,177782.824858757
312774.594716981,265210.273396226,173491.698113208
320762.997777778,269772.535555556,170951.111111111
328013.155932203,269094.339661017,165934.237288136
285583.574646465,243345.645353535,201233.535353535
283759.884892086,240483.683453237,204703.021582734
272138.966292135,211026.696629213,234432.134831461
269095.08352518,208467.890935252,238102.73381295
269704.797263044,206764.027176976,242973.410404624
267487.666634327,206400.81877378,246940.662251656
268401.530558483,204026.766596417,251477.260273973
271150.144503088,198813.820976979,252008.175182482
271573.158615385,193309.950538462,253561.846153846
276402.926216641,183913.791208791,251314.693877551
280532.559585492,237081.03626943,207236.683937824
281335.375886525,233836.709219858,210761.985815603
280743.783783784,230382.486486486,214070.810810811
279853.164383562,227734.465753425,217176.438356164
278005.086956522,224381.913043478,221669.565217391
277748.27480916,220980.27480916,225080.916030534
276128.169312169,217440.603174603,228383.915343915
275367.053435115,214092.427480916,230943.816793893
289888.415584416,241526.233766234,194555.844155844
