"x","y","z"
229171.42375,228000.084583333,229746.666666667
254017.386281588,260666.33935018,178208.086642599
318732.108888889,284227.271851852,141729.62962963
327186.916363636,282921.745454545,138627.272727273
258171.915689655,264056.786034483,174655.172413793
264897.605504587,270166.376146789,169602.201834862
272678.803418803,273473.931623932,165736.752136752
278689.379310345,273926.620689655,160444.482758621
286882.261484099,277531.929328622,156769.187279152
294213.690470588,279403.922705882,152473.882352941
301446.456969697,280395.696969697,149395.757575758
309876.08744186,283527.257209302,145258.604651163
247955.328358209,256927.970149254,184275.820895522
244825.518151815,254234.98349835,188601.98019802
231515.902439024,217941.073170732,231081.463414634
226722.644628099,216161.851239669,235336.859504132
225221.559507867,213869.080935271,242268.888888889
226315.834188447,215403.756639578,247737.931034483
228848.08,214537.917419355,254307.096774194
232540.863516484,207274.923296703,254078.241758242
240669.27084507,251883.732253521,192547.042253521
238559.513414634,247968.716341463,196838.048780488
236741.78597786,244188.811808118,200975.498154982
234756.230607735,242023.272044199,205345.193370166
235186.524861878,237384.806629834,211254.143646409
234331.375858586,230695.971313131,214433.939393939
232584.930232558,228193.203488372,219872.093023256
232462.682352941,222289.568627451,225774.431372549
256994.868965517,256106.04137931,176380
320086.242954545,277928.131818182,140353.636363636
259549.1,259939.102142857,170674.285714286
269119.226890756,263478.449579832,165988.907563025
274974.21875,268100.4140625,162701.875
282091.419607843,269499.733333333,158499.137254902
289624.307692308,273371.794871795,154258.205128205
297062.405909091,273955.310151515,151442.727272727
303293.398644068,275723.503050847,147657.627118644
312495.091343284,277378.090149254,144164.776119403
253561.227513228,250519.026455026,180482.53968254
248562.979020979,248749.839160839,183790.629370629
234821.47008547,213383.658119658,228755.213675214
233372.165898618,211707.133640553,232488.110599078
229315.419354839,209231.842741935,238075
228453.302765975,206959.525231149,242742.451612903
230358.548007902,209870.772641018,249262.222222222
235270.818552997,203385.36630885,251514.343434343
238330.885465116,197855.223372093,252531.162790698
244932.368600683,246260.09556314,188631.399317406
241893.054166667,241315.579166667,193100.5
237550.24,240453.280540541,197563.243243243
236634.144680851,235031.829787234,201994.553191489
236326.939759036,232656,206791.204819277
238671.428571429,226126.285714286,212252.857142857
234860.435643564,221464.257425743,217680.396039604
234905.284210526,217370.126315789,222873.684210526
259949.485507246,251957.998405797,173541.449275362
324082.024313725,275108.622745098,138047.843137255
266874.832684825,254668.544747082,168298.521400778
273405.276515151,259310.768939394,164215.909090909
279942.264573991,262497.470852018,159692.01793722
286370.776859504,265252.892561983,157052.727272727
292971.546391753,268034.199312715,152747.766323024
302191.750971168,269774.228072838,148981.790591806
308611.895434783,271525.375434783,145507.826086957
314816.047804878,273281.275121951,142004.87804878
256757.833333333,246636.955882353,177523.725490196
251663.120879121,243204.21978022,181352.087912088
238657.628458498,210290.213438735,224346.086956522
237048.507317073,207075.902439024,229368.585365854
233107.556111111,203514.675,234806.666666667
231738.403587444,200895.426008969,239803.049327354
231643.449044586,202869.071052054,246923.448275862
236526.323202912,198810.233727631,247882.285714286
241481.772546848,189660.795670636,248237.391304348
248849.429752066,240517.239669421,185275.702479339
246220.24691358,236727.407407407,190349.87654321
242484.756756757,235028.756756757,194042.702702703
239922.709265176,230831.437699681,198058.019169329
238154.105263158,226998.631578947,203507.763157895
238522.702811245,222627.204819277,207913.734939759
238740.182572614,217607.834024896,213220.746887967
238322.006430868,214223.125401929,218221.864951768
265367.717171717,246068.882828283,170309.090909091
269950.711538462,248490.153846154,166500.384615385
277532.109634552,252198.299003322,162217.80730897
282902.414096916,256245.286343612,158318.942731278
289133.846153846,259275.487179487,155028.076923077
296991.399746835,264299.679746835,150852.151898734
303627.417692308,263830.431538462,147260.769230769
311858.25047619,267767.235238095,143679.047619048
320030.897307692,266510.098846154,140666.923076923
262308.671882845,241533.901464435,174014.058577406
256823.04526749,238279.111111111,178272.757201646
241317.129770992,206836.519083969,219089.770992366
240306.267206478,203797.894736842,225025.910931174
240892.39942623,199403.178278689,232261.967213115
236266.748091603,197973.740458015,236648.854961832
236275.007858699,195414.990322158,241463.366336634
239288.171887352,190151.756512957,243573.987730061
244130.019798941,186638.205202978,245776.86746988
251313.157284441,177203.924890619,246026.666666667
253083.027027027,231196,182308.918918919
250141.653846154,232033.934615385,187542.153846154
247205.803986711,228847.275747508,190402.392026578
243924.317073171,225404.634146341,195680
240996.725490196,222961.568627451,200451.764705882
242103.20610687,217572.885496183,205109.618320611
