,Me-179,a-AVLP043,a-CL200,a-AVLP043,Lo-38,a-PLP.78,"a-PLP120, PLP145",Lo-178,Lo-LT67,a-PLP251,AMe26,Lo-LT75,Me-CB0156,AMe20,AMe12,ga-PLP131,gl-SCL.56,Lo-VES044,Me-CB0165,Me-CB0304,Me-CB0389,Me-CB0111,Me-CB0081,Me-188,Me-MC62-b,a-AVLP041,Me-CB0167,Me-15,a-LHPV3c1,Me-182,"a-PLP120, PLP145",a-PLP177,a-PLP231,a-PVLP.SCL.2,a-PVLP.SLP.13,"a-SLP223, SLP224","a-SMP459, SMP460",ga-CL063,ga-MB-C1,"gl-PLP185, PLP186",a-CL258,a-LHPV8c1,u-PLP.349,Me-15,Lo-35,AMe26,AMe26,Lo-LT57,Lo-PLP091,AMe26,Lo-PLP126,AMe26,Lo-SLP357,AMe12,Lo-VES044,MC62,MC62-d,Me-1,Me-10,AMe12,Lo-CB0274,Lo-47,AMe12,Lo-LT43,Lo-LT43,Lo-175,a-CL258,Lo-PLP125,Lo-SLP449,Me-15,Lo-178,Lo-144,Lo-SLP357,AMe26,AMe12,AMe12,Me-75,Me-186,AMe12
AMe26,5.2508502712825464,-0.1191586461884334,8.392173224413991,-0.1499829574503791,-0.07769309688655159,2.1564714242692715,-0.2170723815877248,4.030680753384663,-0.07088812050083397,-0.2726786455393382,-0.06166514877193909,-0.13150664608837,1.7355232600106907,-0.383130514088461,-0.13538810472195678,-0.07088812050083382,-0.08980265101338716,-0.07769309688655061,-0.08025723539051265,-0.2976538522867754,-0.4422540595254044,-0.458136179329774,-0.2269905522939341,-0.17318976288085836,-0.0898026510133872,-0.13150664608836987,-0.12340351046845811,-0.14645975437882952,-0.18760780199820984,-0.20145154833543238,-0.22959455978739274,-0.17318976288085858,-0.301601356233641,-0.10050378152592139,-0.054854599453863284,-0.0633724250524477,-0.14285714285714243,-0.4552654117379735,-0.11136392397744714,-0.044766148103584535,-0.25816911417308425,-0.17586311452816378,-0.09529814069846977,-0.11915864618843283,-0.4225649989255081,-0.16658099888065953,-0.12340351046845788,-0.05485459945386333,-0.27383068291970736,-0.054854599453862986,-0.1102077537555964,-0.10050378152592183,-0.25264557631995743,-0.11020775375559624,-0.09529814069846951,-0.06337242505244768,-0.07088812050083382,-0.054854599453863395,-0.0802572353905126,-0.345197361111915,-0.25597328939195174,-0.20938322787871416,-0.3015609903764067,-0.08396038004872032,-0.05485459945386347,-0.08396038004871963,-0.2826899483735597,-0.11476596157913527,-0.10546253270162934,-0.14285714285714232,-0.2515396245188966,-0.10546253270162938,-0.07088812050083389,-0.07088812050083391,-0.3944628150719495,-0.14285714285714207,-0.054854599453863125,-0.13538810472195664,-0.4270559344421466
Lo-LT75,-0.35553360971375586,-0.17886236067447864,-0.170114393137122,-0.25929878350055424,-0.12832288002105444,-0.722728069622732,-0.3580737998430959,-0.38599348441465,-0.16972502573910664,-0.4525076902521988,-0.13150664608837,-0.0765669950232536,3.1162011097070486,-0.6707529261202113,-0.2841540982697156,-0.15343224377184772,-0.14998295745037912,-0.1315066460883705,-0.11476596157913545,-0.49076245190558876,-0.7519723953595936,-0.7754271510399228,-0.3222600609505548,3.2813268122781585,-0.12751534261266684,-0.21531809081405304,-0.17318976288085858,-0.21111192558770275,-0.2848783712724505,-0.3186152626340484,-0.366759390536758,-0.3354529867248586,-0.47500183257233564,-0.20436564947534855,-0.1601281538050882,-0.13538810472195745,-0.2594298807053427,-0.7855685132215032,-0.23891934294085587,-0.13608276348795365,-0.4495436916940507,-0.2992250252045812,-0.18760780199820948,-0.22279666038104093,-0.7105991024755851,-0.29367143641051335,-0.19900743804199608,-0.16658099888065955,-0.4439029751354837,-0.13916893275819853,-0.17621829345468937,-0.13916893275819833,-0.40999407272140825,4.2272239132014136,-0.160128153805088,-0.1601281538050882,-0.13150664608837,-0.1275153426126669,-0.1669896403118592,-0.5639752008084119,-0.4619003661145783,-0.3631012288616993,-0.5482518078310653,-0.13225413988726945,-0.16058063792223576,-0.14998295745037907,-0.472898881093382,-0.1876078019982103,-0.17920232561039043,-0.2785430072655779,-0.4393686409382526,-0.14285714285714285,-0.1665809988806595,-0.1539372679517706,0.7085273097123429,-0.24989668506215085,-0.14346334579607598,-0.2348385141823806,-0.6944710541764135
Me-CB0156,1.4412244972991712,0.9585959923646935,0.8158491560370693,1.1829296446631088,1.7234349633394683,1.9270701821603746,-0.2630498023282362,1.0471519303061436,1.6589332726554737,-0.06585880395664594,1.7355232600106907,3.1162011097070486,0.34714172236690377,0.5596078686395193,-0.9527910993020163,1.580313821880006,1.70453319081273,1.7503627989941364,-0.4706632311299282,-1.6354991977122808,1.2186592825853622,-1.014818572329553,-1.16131248452592,0.20228369853530512,-0.44161635296435475,-0.8089090289344009,0.8725608482113548,-0.8115744877880492,-0.9056989179695837,-0.06644428060609019,-1.2258949811385296,-1.0376978528913268,-1.5006384000731532,0.7987445006085889,-0.4479587450233669,-0.46725109603364534,-0.826915047463142,1.8460087212407912,-0.7942248022426491,-0.44994935456390495,-0.8405433080714778,0.11996650710219006,0.8731358245669898,-0.6597798851820939,-1.1320164397609709,-0.968565830437438,-0.6554966701874365,-0.4694685597539568,1.182123970858075,-0.46580474031510566,0.8885503805979706,-0.4789944212071095,0.6188412904683962,0.9109786584094948,-0.443372227663205,-0.46171553532303733,-0.4653089450264403,-0.49419948310037054,-0.4449941594899864,0.736837803374734,0.432783479225032,-1.1260535686816,-0.17099359947452816,-0.5035912149963323,-0.4780579135411357,-0.4843894517972036,-1.5577398500405935,-0.6777176387847929,-0.6810561396787846,-0.7913871313240242,-0.6332820180868163,-0.4957154308632158,1.707180073379456,0.9340914576894691,-0.41335479888272714,0.47644736533849535,-0.4951577935310949,0.48787201791142504,-0.5551794512009047
AMe20,-0.9414417970707484,-0.5690096822721945,-0.5606169482390743,0.4801357660785556,-0.4117801214930504,-0.4314075574424876,-0.9690177247846523,0.7099602386753336,-0.3709992580022288,0.4279145983250141,-0.383130514088461,-0.6707529261202113,0.5596078686395193,0.06544984345531568,1.753208010485561,2.237828872213396,2.2852876710031875,2.3374742453080017,-0.396195341670352,0.8299891673622849,0.5104389760383565,-0.2881326204039452,0.13956274760793072,-0.7794696178665496,-0.3865139899072801,-0.6503195695682109,-0.5740446287149275,0.7804938267267068,0.5477067835316366,-0.8585690795098092,-1.0133131890224218,0.3102280739371771,-0.5395188806294812,1.2304247391192635,-0.3436556871445271,-0.3520911251045053,-0.6880211515065233,1.26332721822325,-0.6456639979721213,2.292709577208203,1.2005964999856664,0.5353899446545111,1.4251677831027816,-0.5426201687601935,-0.9173971016333637,0.4669697079529794,1.1764129803661094,-0.382857420667618,-0.44330065791480056,-0.3615639223832781,-0.5175231099544464,-0.37441959306631584,0.41153301643444506,-0.5683586131591384,2.3722494228767346,-0.3603334423230966,-0.3627100399011374,-0.40787028989824564,-0.4120455679855997,-1.5837640059123694,1.1039164379906858,1.2290152639556426,-0.20583909671497452,-0.3654492768482206,-0.38206549952670704,-0.3794921695550861,-1.294060037970495,-0.5607418284283898,-0.5528764973273611,-0.6637471290118578,-1.2068115331654459,-0.37221319883677423,-0.37013228994290776,-0.477771200264185,-0.8087004440874318,-0.6550122166179773,-0.4009813432049897,-0.6732963218451363,-1.4749536097135119
AMe12,1.9696016944114243,-0.22207643579819678,-0.2659498441962286,-0.3317561495001508,-0.1850453700008983,0.4102307773455134,-0.40371743605382887,1.543094711209647,-0.1847326808984635,1.512087823985317,-0.13538810472195678,-0.2841540982697156,-0.9527910993020163,1.753208010485561,-0.11694857388177197,-0.1391689327581972,-0.1499829574503791,-0.18008013511454324,-0.16012815380508857,-0.6292503141768669,0.30105875140698574,-0.9421146033436458,-0.4274216777700821,-0.3530670687031562,-0.16012815380508838,3.563513734642541,-0.2548778654661488,3.5128574043945346,2.721838124949522,2.312430100286184,-0.4335187862808779,-0.3520102427690534,-0.5527051915086606,-0.20436564947534788,-0.14702865267285728,-0.15681251204679644,-0.3118198202008474,-0.9592467180088796,-0.29291703603882746,-0.16171366879482568,-0.5362879426568172,-0.35587413960858116,-0.23437535321350922,-0.2768772075757723,-0.8091423210321219,-0.35717967409642304,-0.21978611786195767,-0.16012815380508832,-0.5176096209074388,-0.17621829345468956,-0.22767339673897352,-0.1572900352054705,-0.5200405279330159,-0.21783372251022545,-0.17886236067447867,-0.12751534261266698,-0.1960142830746349,-0.1697250257391063,-0.14285714285714232,0.7549624174441614,-0.5255199588953305,-0.3728967126339101,-0.6141473355963744,-0.15681251204679522,-0.18181818181818124,-0.1601281538050883,-0.5686205548985511,-0.21866270583345365,-0.2371893043161383,-0.2932459453369575,-0.49607231621426273,-0.17621829345468912,-0.1464597543788285,-0.1870358396113172,-0.7544017662364277,-0.28618818093306814,-0.17318976288085858,-0.27756610784266195,-0.8472240599528693
ga-PLP131,-0.16489491297879297,-0.13225413988726922,-0.1102077537555967,-0.18473268089846342,-0.07769309688655086,1.9063349601894293,-0.21783372251022534,-0.2395222294990116,-0.07088812050083385,-0.25974269357686963,-0.07088812050083382,-0.15343224377184772,1.580313821880006,2.237828872213396,-0.1391689327581972,-0.09043798912060436,-0.10194414990458703,-0.08980265101338719,-0.08396038004872021,-0.2909210920419894,-0.43002437669287846,-0.46269143828027876,-0.18760780199820953,-0.17886236067447864,-0.07769309688655093,-0.14645975437883024,-0.0898026510133872,-0.1601281538050878,-0.16171366879482613,-0.18790823039834556,-0.19900743804199666,-0.18760780199821056,-0.27645300649633414,-0.12751534261266687,-0.07088812050083379,-0.07088812050083386,-0.1605806379222357,1.7181318124491727,-0.14285714285714277,-0.08396038004872063,-0.26252051021607237,-0.17251106023859294,-0.14285714285714288,-0.13150664608836987,-0.420787603740128,-0.16698964031185928,-0.1391689327581981,-0.08396038004872022,3.4160183801576056,-0.03163859985841642,-0.11915864618843333,-0.07769309688655035,-0.239522229499012,-0.13538810472195587,-0.08980265101338714,-0.07088812050083393,-0.09692852714332863,-0.08396038004872079,-0.08396038004871975,-0.3391235447324574,-0.2869019543599354,-0.20854725420517511,-0.32507968822665806,-0.11020775375559617,-0.07088812050083391,-0.07769309688655053,-0.26962548069210723,-0.10194414990458685,-0.11020775375559619,-0.15518522853383657,-0.26148818018424874,-0.06337242505244774,-0.09529814069846987,-0.10050378152592153,-0.401190300982532,-0.11020775375559676,-0.04476614810358513,-0.12011416270764023,-0.4209416905055198
gl-SCL.56,-0.19874868427499118,-0.11915864618843282,-0.15681251204679555,-0.142857142857143,-0.08980265101338718,-0.4287234179474613,-0.20938322787871402,4.358898943540677,-0.07088812050083389,-0.25093627726270784,-0.08980265101338716,-0.14998295745037912,1.70453319081273,2.2852876710031875,-0.1499829574503791,-0.10194414990458703,-0.053439578536182704,-0.09529814069847023,-0.08396038004872028,-0.3085811899675449,-0.445073029341218,-0.4688784986376767,-0.21958604088171052,-0.1697250257391065,-0.07398816585980059,-0.12751534261266723,-0.1102077537555957,-0.13538810472195645,-0.1360827634879544,-0.18181818181818088,-0.23657178420367503,-0.18133987104715782,-0.2747836228381637,-0.1147659615791353,-0.07088812050083397,-0.09529814069846905,-0.14645975437882963,1.6467190579810247,-0.14645975437882988,-0.0839603800487209,-0.23718930431613885,-0.1850453700008983,-0.11915864618843305,-0.10050378152592189,-0.42954656391301466,-0.14645975437882885,-0.11915864618843298,-0.08396038004872065,-0.2637897496303547,-0.07769309688655042,-0.1054625327016293,-0.10050378152592176,-0.23246931631537343,-0.10050378152592156,-0.09529814069846972,-0.0839603800487199,-0.1054625327016293,0.0,-0.08396038004872015,-0.32428702187171615,-0.29166666666666596,-0.23657178420367506,-0.33853083788279986,-0.06337242505244768,-0.1054625327016293,-0.0633724250524477,-0.262520510216073,-0.11915864618843304,-0.12751534261266692,-0.15183145103679851,-0.24585643587786749,-0.08980265101338711,-0.07088812050083383,-0.09529814069846974,-0.37291032145018904,-0.11915864618843315,-0.0633724250524477,-0.12340351046845835,-0.4093540315718352
Lo-VES044,-0.18473268089846354,-0.12340351046845821,-0.110207753755596,6.377597826752833,-0.06723348523552886,1.856342691512425,-0.19352523826151255,-0.21727847001998665,-0.07769309688655061,-0.26809715605695117,-0.07769309688655061,-0.1315066460883705,1.7503627989941364,2.3374742453080017,-0.18008013511454324,-0.08980265101338719,-0.09529814069847023,-0.03405377932920376,-0.07088812050083387,-0.286901954359937,-0.41513003090078693,-0.45428895197598107,-0.17281816283231674,-0.1428571428571419,-0.06337242505244768,-0.15681251204679575,-0.11476596157913571,-0.16972502573910642,-0.19044534662682872,-0.1601281538050879,-0.22032632461961596,-0.1879082303983471,-0.23553894279879675,-0.1147659615791353,-0.1054625327016293,-0.05485459945386321,-0.1353881047219564,-0.4666629652102785,-0.12751534261266706,-0.11020775375559641,-0.27235469034967086,-0.1669896403118589,-0.10546253270162931,-0.1275153426126668,-0.39717014079342794,-0.14998295745037912,-0.12751534261266706,-0.07769309688655092,-0.2816271467689781,-0.07088812050083397,-0.12340351046845843,-0.07088812050083372,-0.21727847001998646,-0.1102077537555965,-0.08396038004872006,-0.10050378152592197,-0.07769309688655109,-0.08396038004871993,-0.054854599453863055,-0.3623089184082578,-0.27865269733681514,-0.19628247940834734,-0.33066281985137125,-0.06337242505244772,-0.09529814069847023,-0.09529814069846948,-0.281031256191575,-0.08396038004872024,-0.11476596157913486,-0.12751534261266712,-0.2500933143865839,-0.07769309688655099,-0.07769309688655081,-0.11020775375559598,-0.38794545008390574,-0.14998295745037918,-0.07769309688655086,-0.13018891098082433,-0.44896291589298254
Me-CB0165,-0.2045586804693819,-0.11915864618843326,-0.11020775375559622,-0.1633831238976003,-0.07088812050083387,-0.4144253831451526,-0.1850453700008989,-0.21453462331873152,-0.09529814069846951,-0.23908057580332884,-0.08025723539051265,-0.11476596157913545,-0.4706632311299282,-0.396195341670352,-0.16012815380508857,-0.08396038004872021,-0.08396038004872028,-0.07088812050083387,-0.01793131118949753,-0.2871832634470961,2.004972489840717,-0.47072486862045343,-0.19044534662682847,-0.15343224377184778,-0.09529814069846991,-0.14346334579607595,-0.12751534261266692,-0.1601281538050883,-0.1353881047219557,-0.16381273202031907,-0.19324698792024816,-0.1711058697538652,-0.24019223070763218,-0.11915864618843314,-0.0952981406984698,-0.07769309688655135,-0.14285714285714235,-0.4704656799723417,-0.15051829901569447,-0.08396038004871978,-0.24560222393820907,-0.1534322437718478,-0.11476596157913545,-0.11476596157913546,-0.35901029700398557,-0.14645975437882855,-0.1005037815259215,-0.10546253270162932,-0.27478362283816377,-0.05485459945386293,-0.11020775375559645,-0.07088812050083387,-0.254877865466149,-0.13916893275819897,-0.08396038004872097,-0.07088812050083391,-0.0708881205008339,-0.10546253270162931,-0.08396038004872003,-0.3343385496165976,-0.25054134274102857,-0.19601428307463362,-0.3482091517496356,-0.07769309688655114,-0.05485459945386306,-0.0898026510133872,3.2608535430383547,-0.1234035104684581,-0.11915864618843292,-0.13538810472195517,-0.23199469845727205,-0.08980265101338725,-0.05485459945386339,-0.1234035104684583,-0.3770214267998842,-0.10674760375242338,-0.10050378152592132,-0.14285714285714257,-0.4078702898982458
Me-CB0304,-0.7056989815919448,-0.4190790380624777,-0.44411270524263236,-0.5989253431086871,-0.26750560626987335,-0.17268589776432,-0.727172834747,0.3968475184422746,-0.2882125792962005,1.2867048801224226,-0.2976538522867754,-0.49076245190558876,-1.6354991977122808,0.8299891673622849,-0.6292503141768669,-0.2909210920419894,-0.3085811899675449,-0.286901954359937,-0.2871832634470961,-0.0504003014121433,0.4078483583116294,0.8832487849978671,0.6574230357508262,-0.5900526304044402,-0.31896958980490087,1.5979666841260938,-0.4087412629465578,-0.5351827208812263,1.196006229541512,-0.6437003030370486,1.7466349272935542,-0.7084198616128233,1.1315513220266002,-0.42809334867951465,-0.29171862123017245,-0.29166666666666424,3.2047763056376706,1.5131616795092055,-0.5212145598559265,3.3707465189399515,0.11269084306830655,-0.609077571706127,-0.38161253317148586,2.3771410671227833,-0.09418191449680065,-0.5853738765245127,-0.4133836909571643,-0.30276780673911957,-0.9992329292593206,-0.29960898639241584,-0.38044681770704536,-0.28368816544899483,-0.9156938693357797,1.8509371785996196,-0.255014753406123,-0.28211011718962736,3.017455021817314,-0.2916666666666657,-0.2972409559194,0.4992224396040473,0.06494393274573101,0.6656721979336427,0.538934683116837,-0.2738742395762781,-0.29022750099134415,-0.3109528048841012,-0.9216746082600161,-0.42420192647853655,-0.40771823938015134,-0.5354828731888696,-0.8679251452868367,-0.30512572076725314,-0.2886341435134335,-0.3979591836734664,0.019225625116339205,-0.5067440082870415,-0.309018344632467,-0.5317910667097205,1.3535036896619257
Me-CB0389,-1.0890657935970949,1.0379418118364623,-0.5971792013662164,-0.8366713148535498,-0.44288137943047673,0.11695146538882112,-0.08311588249229954,0.4524795383843493,-0.4088212612101356,-0.6086990560142226,-0.4422540595254044,-0.7519723953595936,1.2186592825853622,0.5104389760383565,0.30105875140698574,-0.43002437669287846,-0.445073029341218,-0.41513003090078693,2.004972489840717,0.4078483583116294,0.20225007354485364,0.5581838838115759,3.925888846346797,-0.8614421508780257,1.896868494418158,-0.700361423863444,0.9541533404485238,0.6157844362048077,-0.8990339435350891,1.1329856183412865,-1.0925465190564774,0.0761421649419755,-0.005009015396150981,0.9940229193157696,-0.45096500353837177,-0.41043672195706,-0.7335529601799744,0.6589757998498892,-0.7098826411339105,-0.4242019264785363,0.9420263585783516,0.33224670046480564,-0.6159734103013856,-0.6159976882123559,0.690997784590197,-0.8901904710055283,-0.6013377943029545,-0.4113946565323553,2.1546346348001193,-0.42029416484739357,-0.5961618525418088,-0.43233770116711906,-0.5875368656523067,-0.620979694310044,-0.4319222298914821,-0.4324324324324322,-0.4390851052852332,-0.4281109382153366,2.0042552233631903,0.01585895559115032,-1.3873675319938148,-1.065273657267964,0.6558309080642609,1.8849415393478686,1.8929325106813817,-0.4370786380607709,0.7370474873818879,-0.6144229121084878,-0.6255615917944228,-0.7242468385611976,-0.5109555883475956,-0.42073781037473923,-0.4351134851815823,-0.5651781456987572,-0.16766068716552224,-0.7611054147288443,-0.4722250496809791,-0.7210387704040554,0.20293554579948483
Me-CB0111,-0.23264697923151084,-0.6480363685046944,-0.6382538564983251,-0.8899281965669739,-0.45564410443369985,0.3285207540216995,-0.24777750546849842,0.22476003023378893,-0.4291405294522033,-0.7481190655528949,-0.458136179329774,-0.7754271510399228,-1.014818572329553,-0.2881326204039452,-0.9421146033436458,-0.46269143828027876,-0.4688784986376767,-0.45428895197598107,-0.47072486862045343,0.8832487849978671,0.5581838838115759,0.3185106634524445,1.5465134926159536,1.3126280362219729,-0.49065596257287575,0.4796043213911853,-0.6632618058173688,-0.7972640989354001,-0.9350669596594773,-1.0062885398554415,2.1304915491773255,-0.08507090052041995,3.2170794504791065,0.8919339772854836,1.7970238484394847,1.8896193058973452,0.5258627833222413,0.8586378362698686,-0.8317078319883016,-0.4666143589111824,-0.748381283172275,-0.9449979079785942,0.9645211473655354,-0.641731812142081,0.3341241119789173,-0.9192690795349732,0.8755393770583578,1.729846060483375,1.8194273953123206,-0.45929210095995443,-0.6776987389769942,-0.44475804587471196,-0.02984409873572308,-0.690281676467036,-0.44231498636317423,1.7929090137917738,1.7673939077982548,-0.46816573033614645,-0.4720591256293534,-0.24838573252808785,-0.17208298091323718,1.566043303260675,0.38791501557501845,1.8465250670358635,1.6270059652273543,-0.43872583596937065,-0.8550064066884844,-0.6858068846946977,-0.6572071767415553,-0.7789043068258812,-0.6215586409748416,-0.44004168176438324,1.7705246324441668,-0.6397896512137854,0.11096489700937855,0.5229651871134674,-0.4677705238152521,-0.7637154277492082,-0.5676859750777535
Me-CB0081,-0.48344418066180145,-0.2996318770299909,-0.3027678067391191,-0.3989139088491306,-0.2041241452319305,-0.9961986313992228,-0.5041960924882292,-0.5870749236655263,-0.19601428307463392,-0.6437003030370495,-0.2269905522939341,-0.3222600609505548,-1.16131248452592,0.13956274760793072,-0.4274216777700821,-0.18760780199820953,-0.21958604088171052,-0.17281816283231674,-0.19044534662682847,0.6574230357508262,3.925888846346797,1.5465134926159536,-0.1130271944489262,-0.3793202010733924,-0.22959455978739274,-0.36529410467327345,-0.3040828045719734,-0.35029894116179516,-0.40159597229858024,-0.43514787986728054,-0.5486340810650933,1.9055391157502022,3.8822713966529983,-0.2814990896117185,-0.1960142830746343,-0.21978611786195776,-0.32883470155577177,-0.16302009230013917,-0.3330375807483608,-0.21111192558770286,0.9650973643492495,1.8943686629389913,-0.27757183040501376,-0.29085855408009026,-0.03735997652974574,-0.3970537670707001,-0.3157801154792155,-0.214747044825458,0.89668190449705,-0.23008114237079513,-0.2936714364105114,-0.1935252382615126,-0.6136598088358401,-0.28663430697993986,-0.19900743804199594,-0.17281816283231632,-0.19073431957798753,-0.20145154833543308,-0.22454435656953503,-0.829118651107064,-0.6553660017033403,-0.4824547423636819,-0.7713386246467799,-0.2121909844847521,-0.2119718835478847,-0.19324698792024875,0.9122857665084555,-0.2821101171896266,-0.27687720757577317,-0.3288080503932837,1.0075388328656958,-0.21958604088171116,-0.18214401877933198,-0.2752756042048811,-0.9796924678778854,-0.36754853619464944,-0.20170141995959653,-0.34412360080584503,-1.0560819487620652
Me-188,-0.4045773899393408,-0.22524545469420978,-0.23657178420367503,-0.3306750948215949,-0.1788623606744787,-0.8237651494442013,-0.40660583464226596,-0.47041077989063634,-0.16698964031185903,1.30714670396107,-0.17318976288085836,3.2813268122781585,0.20228369853530512,-0.7794696178665496,-0.3530670687031562,-0.17886236067447864,-0.1697250257391065,-0.1428571428571419,-0.15343224377184778,-0.5900526304044402,-0.8614421508780257,1.3126280362219729,-0.3793202010733924,-0.07102468863194604,-0.16058063792223562,-0.2871832634470961,-0.2198802203416314,-0.28485129601635156,-0.3100868364730188,-0.369857053795808,1.9307393482400281,-0.3538782965654811,-0.4938990101785667,-0.22473328748774848,-0.1353881047219559,-0.1275153426126669,-0.2922331474376548,-0.8973377006241373,-0.2597805620693693,-0.16012815380508785,-0.5145009195963833,-0.34340071187702065,-0.23420572297684056,-0.22575186920273213,-0.832043492011991,-0.34274554353454834,-0.23409933797291665,-0.1792023256103904,-0.5486939490695835,-0.16972502573910614,-0.22717430935012828,-0.16972502573910642,-0.5004292214714335,-0.22524545469421028,-0.14998295745037912,-0.1605806379222356,-0.17586311452816333,-0.18181818181818027,-0.12832288002105322,-0.6605578206241365,-0.5284127929144135,-0.4104805861616402,-0.6596274925599421,-0.1601281538050878,-0.15343224377184783,-0.1879082303983461,-0.5491385419637073,-0.2342057229768405,-0.22113449066792393,-0.270232002768764,-0.49002681833746903,-0.16012815380508819,-0.1534322437718478,-0.24768081568265757,-0.841293393386794,-0.29022750099134426,-0.1601281538050884,-0.29367143641051296,0.4227247102858861
Me-MC62-b,-0.19900743804199647,-0.10674760375242354,-0.1054625327016293,-0.15393726795177118,-0.095298140698469,-0.45619846156897526,-0.20236470527982706,-0.219786117861958,-0.0839603800487206,-0.24140625836710775,-0.0898026510133872,-0.12751534261266684,-0.44161635296435475,-0.3865139899072801,-0.16012815380508838,-0.07769309688655093,-0.07398816585980059,-0.06337242505244768,-0.09529814069846991,-0.31896958980490087,1.896868494418158,-0.49065596257287575,-0.22959455978739274,-0.16058063792223562,-0.08053657179180448,-0.12340351046845836,-0.1315066460883697,-0.12340351046845852,-0.1847326808984634,-0.16338312389760012,-0.2295945597873928,-0.20676766567910435,-0.2768772075757727,-0.12751534261266725,-0.05485459945386343,-0.10050378152592136,-0.15343224377184772,1.7217509307268748,-0.13150664608837048,-0.1054625327016293,-0.26750560626987346,-0.18760780199820998,-0.1191586461884331,-0.14998295745037915,2.031226754587585,-0.13538810472195573,-0.1191586461884332,-0.08980265101338722,-0.27874910278839005,-0.0633724250524477,-0.09692852714332859,-0.1005037815259221,-0.2550147534061236,-0.13538810472195623,-0.0776930968865512,-0.07088812050083387,-0.08980265101338712,-0.09529814069846977,-0.07088812050083383,-0.35302425077477995,-0.270232002768765,-0.21866270583345376,-0.34093722209362737,-0.0898026510133872,-0.08396038004872057,-0.07088812050083375,-0.2787491027883892,-0.09529814069846983,-0.11136392397744667,-0.11476596157913517,-0.2531721631939929,-0.07088812050083386,-0.054854599453863055,-0.1464597543788302,2.081457530585801,-0.13538810472195617,-0.0952981406984702,-0.12751534261266698,-0.4037525088333514
a-AVLP041,-0.3395305251957552,-0.21707238158772374,-0.21474704482545776,-0.2646767474204684,-0.14285714285714246,0.7299752002297287,-0.3305150682747052,-0.40433033555370756,-0.1275153426126669,-0.4365440186426934,-0.13150664608836987,-0.21531809081405304,-0.8089090289344009,-0.6503195695682109,3.563513734642541,-0.14645975437883024,-0.12751534261266723,-0.15681251204679575,-0.14346334579607595,1.5979666841260938,-0.700361423863444,0.4796043213911853,-0.36529410467327345,-0.2871832634470961,-0.12340351046845836,-0.07114984070630218,-0.1847326808984634,-0.266292549917986,3.125796095915334,3.161286639007287,-0.36945610776199295,-0.308776596904138,1.6809472477646707,-0.21727847001998662,-0.14920659471182124,-0.12011416270764042,4.105908965555181,0.4674547175175018,-0.2460063674141157,-0.15729003520547127,1.802851858608247,-0.3012003887743849,-0.22227080044538683,-0.20170141995959687,-0.7056989815919448,-0.30160135623364026,-0.19874868427499084,-0.16658099888065958,-0.4844152379737524,-0.14285714285714318,-0.19874868427499098,-0.1428571428571424,-0.46366524394412084,-0.196282479408347,-0.11020775375559545,-0.14285714285714154,-0.12832288002105327,-0.14645975437882897,-0.15681251204679517,2.83083578159861,-0.4289724286460907,-0.3369133348830607,-0.592813162167506,-0.13916893275819855,-0.1499829574503791,-0.11476596157913568,-0.46609898835832764,-0.2093832278787133,-0.21958604088171066,-0.25093627726270906,-0.4316384911847477,-0.13150664608837004,-0.14645975437882874,-0.181818181818181,-0.6686062047365828,-0.2318205766712223,-0.17281816283231582,-0.23553894279879609,-0.6913596212708243
Me-CB0167,-0.31690469857099257,-0.14285714285714263,-0.1601281538050883,-0.21783372251022534,-0.08396038004872011,-0.6080368801811117,-0.26843339998962956,-0.35233429997104543,-0.14285714285714224,2.431849221234888,-0.12340351046845811,-0.17318976288085858,0.8725608482113548,-0.5740446287149275,-0.2548778654661488,-0.0898026510133872,-0.1102077537555957,-0.11476596157913571,-0.12751534261266692,-0.4087412629465578,0.9541533404485238,-0.6632618058173688,-0.3040828045719734,-0.2198802203416314,-0.1315066460883697,-0.1847326808984634,-0.08498181323653767,-0.22227080044538666,-0.2147470448254576,-0.25722940774499453,-0.2949792964613904,-0.23908057580332936,-0.40489880211378376,-0.14346334579607598,-0.09529814069846981,-0.11915864618843361,-0.19874868427499087,-0.6217706987649467,-0.1987486842749911,-0.11020775375559613,-0.3641208754355817,-0.2594298807053423,-0.14998295745037918,-0.17011439313712168,1.1727118655629967,-0.2235849099462034,-0.15681251204679547,-0.11581371547232654,-0.3989139088491305,-0.11020775375559633,-0.1534322437718477,-0.11020775375559654,-0.3517325026560074,-0.18760780199821006,-0.13538810472195512,-0.09529814069847024,-0.1505182990156941,-0.10194414990458756,-0.11915864618843301,-0.5079973578737486,-0.4127903453219937,-0.2992250252045812,-0.4744627008708014,-0.11020775375559638,-0.14285714285714285,-0.13538810472195645,-0.37534131180558106,-0.15518522853383643,-0.1818181818181804,-0.19601428307463425,2.748128864278872,-0.10546253270162935,-0.10050378152592125,-0.17586311452816236,-0.5619657502490991,-0.21958604088171096,-0.12751534261266698,-0.18760780199820962,-0.6058261152247955
