,Me-179,a-AVLP043,a-CL200,a-AVLP043,Lo-38,a-PLP.78,"a-PLP120, PLP145",Lo-178,Lo-LT67,a-PLP251,AMe26,Lo-LT75,Me-CB0156,AMe20,AMe12,ga-PLP131,gl-SCL.56,Lo-VES044,Me-CB0165,Me-CB0304,Me-CB0389,Me-CB0111,Me-CB0081,Me-188,Me-MC62-b,a-AVLP041,Me-CB0167,Me-15,a-LHPV3c1,Me-182,"a-PLP120, PLP145",a-PLP177,a-PLP231,a-PVLP.SCL.2,a-PVLP.SLP.13,"a-SLP223, SLP224","a-SMP459, SMP460",ga-CL063,ga-MB-C1,"gl-PLP185, PLP186",a-CL258,a-LHPV8c1,u-PLP.349,Me-15,Lo-35,AMe26,AMe26,Lo-LT57,Lo-PLP091,AMe26,Lo-PLP126,AMe26,Lo-SLP357,AMe12,Lo-VES044,MC62,MC62-d,Me-1,Me-10,AMe12,Lo-CB0274,Lo-47,AMe12,Lo-LT43,Lo-LT43,Lo-175,a-CL258,Lo-PLP125,Lo-SLP449,Me-15,Lo-178,Lo-144,Lo-SLP357,AMe26,AMe12,AMe12,Me-75,Me-186,AMe12
Me-15,-0.31474137580870143,-0.20145154833543266,-0.23673712220542403,-0.3169046985709928,-0.14998295745037912,-0.734484554985386,2.442547963153927,-0.4058936841263967,-0.13225413988726928,-0.4202183530084114,-0.14645975437882952,-0.21111192558770275,-0.8115744877880492,0.7804938267267068,3.5128574043945346,-0.1601281538050878,-0.13538810472195645,-0.16972502573910642,-0.1601281538050883,-0.5351827208812263,0.6157844362048077,-0.7972640989354001,-0.35029894116179516,-0.28485129601635156,-0.12340351046845852,-0.266292549917986,-0.22227080044538666,-0.0905783316747275,-0.28921378867740033,-0.31474137580870054,-0.36589586144252456,-0.31754428151673364,1.7637427448483336,-0.22207643579819672,-0.08980265101338722,-0.16658099888065964,-0.2723546903496706,0.49700475880769135,-0.2553933858805368,-0.13538810472195592,-0.44028192173111863,-0.3029145636836694,-0.2220764357981969,-0.22941573387056308,-0.6777885023611612,-0.29688260613932005,-0.19601428307463403,-0.12832288002105371,-0.48444882538069056,-0.16972502573910642,-0.1990074380419971,-0.13916893275819853,-0.46455484126513635,-0.20170141995959606,-0.13538810472195575,-0.12832288002105421,-0.13150664608836962,-0.127515342612667,-0.14998295745037912,-0.5765711488588195,-0.4591133001869531,-0.35471975858973237,1.1928635212415448,-0.08980265101338722,-0.13538810472195542,-0.1499829574503791,-0.46521300876439675,-0.20145154833543266,-0.1914919264280448,3.674340288095436,-0.41023077734551217,-0.12340351046845813,-0.12751534261266692,-0.20170141995959687,0.7690456489880394,-0.2680971560569507,-0.1428571428571437,-0.2576003312425398,2.1980953672144583
a-LHPV3c1,-0.3870813191545457,-0.25722940774499564,-0.23409933797291696,-0.33872372668989237,-0.15681251204679536,-0.8049569352624101,-0.38651398990728053,-0.44347779336880916,-0.1633831238975997,-0.5171633366284937,-0.18760780199820984,-0.2848783712724505,-0.9056989179695837,0.5477067835316366,2.721838124949522,-0.16171366879482613,-0.1360827634879544,-0.19044534662682872,-0.1353881047219557,1.196006229541512,-0.8990339435350891,-0.9350669596594773,-0.40159597229858024,-0.3100868364730188,-0.1847326808984634,3.125796095915334,-0.2147470448254576,-0.28921378867740033,-0.07007483791679733,2.5882352941176614,-0.41112357686717155,-0.3658062317861252,-0.527457587309022,-0.24813529629094225,-0.1568125120467962,-0.16058063792223554,-0.2747836228381636,-0.9060333929650961,3.087721022662623,-0.14285714285714265,-0.5210920107601481,-0.3466907625387574,-0.229415733870562,-0.25722940774499525,1.6682839590598442,2.699762802370651,-0.2744655138593377,-0.18790823039834606,-0.5230009818812463,-0.16972502573910597,-0.22941573387056272,-0.1391689327581986,-0.5145322668263577,-0.20436564947534777,-0.1669896403118586,-0.15681251204679605,-0.19044534662682852,-0.16658099888065955,-0.15393726795177104,0.843371322984453,-0.5274446118242113,-0.39954940943397776,-0.622347974958498,-0.17281816283231577,-0.14285714285714196,-0.16338312389759946,-0.571428571428575,-0.24356115022372862,-0.24813529629094255,-0.2786526973368151,-0.5021082372124489,-0.18473268089846348,-0.14998295745037915,-0.2172784700199867,-0.792168306422463,-0.2976538522867746,-0.13538810472195725,-0.2882125792962021,-0.8385481602338858
Me-182,1.8663185951801937,-0.24140625836710813,-0.248281766580712,-0.350684700853654,-0.15393726795177107,0.1717432005011881,-0.46350807393641436,-0.5129701525319637,-0.16338312389760043,-0.5449481194345502,-0.20145154833543238,-0.3186152626340484,-0.06644428060609019,-0.8585690795098092,2.312430100286184,-0.18790823039834556,-0.18181818181818088,-0.1601281538050879,-0.16381273202031907,-0.6437003030370486,1.1329856183412865,-1.0062885398554415,-0.43514787986728054,-0.369857053795808,-0.16338312389760012,3.161286639007287,-0.25722940774499453,-0.31474137580870054,2.5882352941176614,-0.04570914702812587,-0.4724768982643968,-0.38587181657064534,-0.6016645199539791,-0.2284243042797399,-0.1499829574503791,-0.1633831238976006,-0.2662069528248346,0.11519262428631384,-0.3132482886635466,-0.1701143931371218,-0.5646070424494509,-0.3387237266898924,-0.2510336242535792,-0.24889134708717006,-0.9177502944081375,-0.3628997091832423,-0.26582665698377267,-0.16698964031185895,-0.6258849493771439,-0.13981680465000715,-0.25597328939195163,-0.18214401877933195,-0.5963458950384543,-0.25452638525123567,-0.14841304429888227,-0.1792023256103905,-0.15343224377184755,-0.16658099888065955,4.83660160798515,3.3115908750826333,-0.5683126130480074,-0.42806759811789796,-0.7114074937444321,-0.1728181628323156,-0.20676766567910457,-0.12751534261266692,1.0418174053622629,-0.29123461208006224,-0.2619728595672572,-0.2835524820033352,-0.5405624776173372,-0.19044534662682858,-0.14998295745037912,-0.23673712220542406,-0.8682480207582784,-0.31706966257362573,-0.17011439313712143,-0.3113265560060239,0.15709218365444405
"a-PLP120, PLP145",-0.5340126207391287,-0.2909210920419887,-0.3001668056842828,-0.42633538180114916,-0.2572294077449957,0.7300562500176841,-0.49777493934214867,-0.6220920965887278,-0.2136521838204528,0.7866187393843317,-0.22959455978739274,-0.366759390536758,-1.2258949811385296,-1.0133131890224218,-0.4335187862808779,-0.19900743804199666,-0.23657178420367503,-0.22032632461961596,-0.19324698792024816,1.7466349272935542,-1.0925465190564774,2.1304915491773255,-0.5486340810650933,1.9307393482400281,-0.2295945597873928,-0.36945610776199295,-0.2949792964613904,-0.36589586144252456,-0.41112357686717155,-0.4724768982643968,-0.052517399270740006,-0.44421124426784336,0.6932320473484314,-0.29568060636071763,-0.17713490168530618,-0.21021447651902278,-0.39679425742770785,-1.1428832343368573,-0.3615639223832789,-0.19699021102503378,-0.6762215029941797,-0.4362197397708094,-0.27383068291970714,-0.3124189394440137,-1.053947988819982,-0.4225649989255083,-0.3439739083903304,-0.20700127632521687,0.6878388255364678,-0.20762474849945353,-0.3068307480609614,-0.18504537000089916,0.8169507177413208,-0.29524799363016246,-0.19969232143222276,-0.21531809081405284,-0.2121909844847516,-0.22699055229393392,-0.1990074380419961,-0.8773986222424722,-0.6986402872206714,1.3186642765698484,-0.8691617621368791,-0.2067676656791036,-0.2076247484994549,-0.20436564947534838,-0.6987464405187421,-0.3035624658096995,-0.27267864553933724,-0.35346041913361187,-0.6401176501159104,-0.19425717247145005,-0.21707238158772477,-0.2755054230349758,0.8981110401194875,-0.39658674285698003,-0.21727847001998665,-0.35807379984309573,-0.14255525086664098
a-PLP177,-0.46124504734737726,-0.2710713640297912,-0.25816911417308375,-0.3842893153110293,-0.19601428307463312,-0.9362088735946137,-0.454115997250512,-0.530852196124962,-0.19324698792024833,-0.5729454279043729,-0.17318976288085858,-0.3354529867248586,-1.0376978528913268,0.3102280739371771,-0.3520102427690534,-0.18760780199821056,-0.18133987104715782,-0.1879082303983471,-0.1711058697538652,-0.7084198616128233,0.0761421649419755,-0.08507090052041995,1.9055391157502022,-0.3538782965654811,-0.20676766567910435,-0.308776596904138,-0.23908057580332936,-0.31754428151673364,-0.3658062317861252,-0.38587181657064534,-0.44421124426784336,-0.12122447888823602,-0.6188845579831685,-0.2550147534061237,-0.19044534662682835,-0.19628247940834762,-0.32626955551527337,0.0332349541372452,-0.31943828249996836,-0.17886236067447867,-0.5963370186502246,-0.41642073754574566,3.540175849394032,3.3707465189399763,0.17869456388538427,-0.36931610168649487,-0.23318588933464315,-0.17886236067447867,1.109186412183249,-0.1876078019982098,-0.25942988070534206,-0.2041241452319296,-0.6043478268965046,-0.24333394676099754,-0.1850453700008992,-0.21727847001998699,-0.19601428307463364,-0.19874868427499104,-0.17586311452816406,-0.7470840833256674,-0.6085179167073618,1.5736647667357013,-0.7198824371045868,-0.18504537000090013,-0.20938322787871408,-0.16058063792223573,1.100327471271409,-0.2810312561915753,-0.24413653763134968,-0.3151626092249725,-0.5389607471216604,-0.16972502573910647,-0.1697250257391061,-0.25816911417308325,0.254782580036644,-0.32141288249794714,-0.18181818181817996,-0.3175442815167336,0.15371752319127233
a-PLP231,-0.6776987389769951,-0.38077663710652915,-0.37863498356797726,-0.5276448530110895,-0.2785430072655779,-0.6514358988261502,-0.6512171447631833,0.509169718439257,-0.27645300649633375,-0.8662306511370156,-0.301601356233641,-0.47500183257233564,-1.5006384000731532,-0.5395188806294812,-0.5527051915086606,-0.27645300649633414,-0.2747836228381637,-0.23553894279879675,-0.24019223070763218,1.1315513220266002,-0.005009015396150981,3.2170794504791065,3.8822713966529983,-0.4938990101785667,-0.2768772075757727,1.6809472477646707,-0.40489880211378376,1.7637427448483336,-0.527457587309022,-0.6016645199539791,0.6932320473484314,-0.6188845579831685,-0.11027730086768504,-0.3842974328663153,-0.2759165388903936,4.030215420684699,3.4729107410737803,1.2631540182011756,-0.47000887288602783,-0.2821101171896257,0.3324415178892915,-0.5298704329217401,-0.4022323514050145,-0.39907981026971184,0.16378005380491356,1.2187567098865415,-0.36670611485969423,-0.26193492681404207,1.3143360888663718,-0.2851428179140294,-0.38305094701292847,-0.2968826061393193,0.3400500460258868,-0.4213210663564767,-0.2682068234136373,-0.2509362772627077,-0.24785521271575975,-0.27736089379583084,-0.2559732893919516,-1.1115607793730822,0.15802230921401286,-0.6457611116484038,0.829992756614501,-0.27527560420488084,-0.270556454009385,-0.2683251841842138,0.2696118697740701,-0.40772855977515343,-0.38077663710652937,1.4928239352033361,0.4926064024077894,-0.254877865466149,-0.2896525936910776,-0.3719197503737517,-0.5132915200842142,-0.46370766410325015,-0.26582665698377256,-0.48235570992572907,-0.6503357833846043
a-PVLP.SCL.2,-0.27591653889039364,-0.1818181818181808,-0.16698964031185845,-0.23437535321350947,-0.14285714285714285,-0.5968913014888241,-0.2830922264993448,-0.34307825795898433,-0.1534322437718477,-0.37564964919548866,-0.10050378152592139,-0.20436564947534855,0.7987445006085889,1.2304247391192635,-0.20436564947534788,-0.12751534261266687,-0.1147659615791353,-0.1147659615791353,-0.11915864618843314,-0.42809334867951465,0.9940229193157696,0.8919339772854836,-0.2814990896117185,-0.22473328748774848,-0.12751534261266725,-0.21727847001998662,-0.14346334579607598,-0.22207643579819672,-0.24813529629094225,-0.2284243042797399,-0.29568060636071763,-0.2550147534061237,-0.3842974328663153,-0.07248104272914203,-0.07769309688655122,-0.11476596157913575,-0.20676766567910457,-0.6112910039039533,-0.21727847001998674,-0.114765961579135,-0.347698311928796,-0.21970905662721898,-0.15729003520547075,-0.16338312389759876,-0.5691727090827972,-0.21783372251022545,-0.1850453700008997,-0.10546253270162932,-0.4059637766221899,-0.11915864618843272,-0.17281816283231682,-0.11915864618843319,-0.3954703049396596,-0.17886236067447864,-0.14346334579607598,-0.11915864618843267,-0.11915864618843353,-0.12225958968814643,-0.12340351046845789,-0.46793269488674616,2.414080169287841,-0.27943530657213433,-0.45836671742365637,-0.11915864618843246,-0.09529814069846947,-0.13538810472195606,-0.40114964632286887,-0.14645975437882996,-0.16058063792223562,-0.2041241452319302,-0.30877819013595575,-0.11476596157913563,-0.08980265101338715,-0.16658099888065958,-0.5470151305210067,-0.21531809081405331,-0.12340351046845803,-0.21958604088171058,-0.5782416175043582
a-PVLP.SLP.13,-0.20069785042142638,-0.12427976460351381,-0.13150664608837032,-0.1731897628808586,-0.08980265101338718,-0.3803873470057318,-0.204124145231931,-0.2371893043161395,-0.07769309688655139,-0.2550147534061238,-0.054854599453863284,-0.1601281538050882,-0.4479587450233669,-0.3436556871445271,-0.14702865267285728,-0.07088812050083379,-0.07088812050083397,-0.1054625327016293,-0.0952981406984698,-0.29171862123017245,-0.45096500353837177,1.7970238484394847,-0.1960142830746343,-0.1353881047219559,-0.05485459945386343,-0.14920659471182124,-0.09529814069846981,-0.08980265101338722,-0.1568125120467962,-0.1499829574503791,-0.17713490168530618,-0.19044534662682835,-0.2759165388903936,-0.07769309688655122,-0.02600158375512201,-0.06337242505244771,-0.13772614261276017,-0.41081681256118724,-0.1499829574503791,-0.044766148103585125,-0.2619728595672569,-0.17920232561039048,-0.14285714285714282,-0.1054625327016293,2.1080630890080063,-0.14645975437882905,-0.1353881047219559,-0.07088812050083383,-0.2659498441962279,-0.07769309688655102,-0.09529814069846997,-0.07088812050083369,-0.2597933702191319,-0.11020775375559726,-0.08396038004872036,-0.08980265101338722,-0.07088812050083387,-0.07769309688655152,-0.054854599453863,-0.3385995887898625,-0.26843339998962834,-0.21958604088171077,-0.3092914187629338,-0.08396038004872045,-0.1102077537555958,-0.07088812050083383,-0.2641391426070541,-0.16012815380508855,-0.12011416270764007,-0.16338312389760012,-0.2876290133716269,-0.044766148103585104,-0.07088812050083386,-0.15681251204679544,-0.38788161463916204,-0.12427976460351182,-0.08980265101338716,-0.14285714285714252,-0.42008402520840527
"a-SLP223, SLP224",-0.19073431957798667,-0.08980265101338714,-0.08396038004871963,-0.1697250257391062,-0.04476614810358534,-0.4267898099967385,-0.20334115751605455,4.227046785676986,-0.09529814069847017,-0.2464188918732397,-0.0633724250524477,-0.13538810472195745,-0.46725109603364534,-0.3520911251045053,-0.15681251204679644,-0.07088812050083386,-0.09529814069846905,-0.05485459945386321,-0.07769309688655135,-0.29166666666666424,-0.41043672195706,1.8896193058973452,-0.21978611786195776,-0.1275153426126669,-0.10050378152592136,-0.12011416270764042,-0.11915864618843361,-0.16658099888065964,-0.16058063792223554,-0.1633831238976006,-0.21021447651902278,-0.19628247940834762,4.030215420684699,-0.11476596157913575,-0.06337242505244771,-0.003929917806432129,-0.1605806379222357,-0.4284081615347765,-0.14645975437883021,-0.09529814069847029,-0.2603514080593162,-0.16972502573910647,-0.08396038004872024,-0.12340351046845795,-0.4231160443422581,-0.19874868427499082,-0.08612933150548158,-0.07769309688655103,-0.26322992125835576,-0.06337242505244768,-0.1191586461884328,-0.0776930968865508,-0.23182057667122247,-0.0898026510133872,-0.08980265101338719,-0.08980265101338725,-0.04476614810358488,-0.07088812050083389,-0.08396038004872053,-0.3476983119287967,-0.25054134274102874,-0.2067676656791046,-0.3244094128739447,-0.08980265101338718,-0.07769309688655106,-0.07769309688655061,-0.25942988070534284,-0.11915864618843379,-0.11581371547232645,-0.1315066460883707,-0.22279666038104154,-0.03163859985841633,-0.07769309688655145,-0.11476596157913584,-0.35655172298661314,-0.13538810472195592,-0.044766148103584764,-0.11915864618843364,-0.3795148379777109
"a-SMP459, SMP460",-0.3373044161307743,-0.18703583961131723,-0.193246987920249,-0.2779915691571272,-0.14285714285714218,-0.6995794320816475,-0.3259348680202768,-0.3778046561013848,-0.14998295745037918,-0.42611218354325026,-0.14285714285714243,-0.2594298807053427,-0.826915047463142,-0.6880211515065233,-0.3118198202008474,-0.1605806379222357,-0.14645975437882963,-0.1353881047219564,-0.14285714285714235,3.2047763056376706,-0.7335529601799744,0.5258627833222413,-0.32883470155577177,-0.2922331474376548,-0.15343224377184772,4.105908965555181,-0.19874868427499087,-0.2723546903496706,-0.2747836228381636,-0.2662069528248346,-0.39679425742770785,-0.32626955551527337,3.4729107410737803,-0.20676766567910457,-0.13772614261276017,-0.1605806379222357,-0.11069945253360847,3.167016707245383,-0.2658266569837725,-0.15343224377184772,-0.4667596283174161,-0.26926023193385185,-0.206767665679104,4.269750488116247,0.7384365876362017,-0.33435410844778846,-0.19874868427499096,-0.14285714285714196,-0.45398116713120507,-0.1470286526728571,-0.1904453466268282,-0.13608276348795492,-0.44318944574160596,-0.21958604088171094,-0.1391689327581977,-0.12340351046845802,-0.1464597543788292,-0.1568125120467958,-0.1360827634879542,1.1177737358176794,-0.49066930317695095,-0.31954181135781673,1.197954649954858,-0.16012815380508852,-0.1275153426126668,-0.13150664608836973,-0.4676420271390499,-0.18760780199821014,-0.2161688505835587,-0.23318588933464188,-0.441483146046321,-0.1601281538050883,-0.14285714285714335,-0.2119718835478847,-0.7014865538359635,-0.23952222949901134,-0.12340351046845811,-0.21219098448475182,0.6863998199008825
ga-CL063,-0.13850571016383026,-0.6094442846399625,-0.632524629817681,-0.889765005553995,1.8405332825903724,-0.4124886473920333,0.8148973938769345,1.1948493522696864,-0.445647616850132,0.009459034323318134,-0.4552654117379735,-0.7855685132215032,1.8460087212407912,1.26332721822325,-0.9592467180088796,1.7181318124491727,1.6467190579810247,-0.4666629652102785,-0.4704656799723417,1.5131616795092055,0.6589757998498892,0.8586378362698686,-0.16302009230013917,-0.8973377006241373,1.7217509307268748,0.4674547175175018,-0.6217706987649467,0.49700475880769135,-0.9060333929650961,0.11519262428631384,-1.1428832343368573,0.0332349541372452,1.2631540182011756,-0.6112910039039533,-0.41081681256118724,-0.4284081615347765,3.167016707245383,0.26668535027212664,-0.7633641999516548,1.6739912482592698,1.4379536614166,-0.8995981688824412,2.6968559697221615,0.9325048082403041,-0.8461717661610457,0.2526884398867532,-0.6315195200917275,-0.43351878628087853,-0.7585826061362605,-0.42673271100373394,-0.641164620434741,-0.42769486194592127,-0.6718495614338746,-0.6126181555617491,-0.4775743898325922,-0.44655752149974465,1.8129089995162133,-0.46216747922148,-0.46064919717159836,1.0040358430356329,-0.10479830615129837,0.8600225921746391,1.7176390848909793,2.145024320000579,1.5257512920483345,-0.4368874932970195,-0.7718134120307902,0.8037774522475876,0.9370363696914943,1.9997205427703153,0.20979270372475095,-0.4194143247395047,1.7937876437032954,-0.6173006077321549,2.008302657501779,0.5262689007064932,-0.43442077672466545,-0.7549536613020487,1.424678074342636
ga-MB-C1,-0.34574879843731376,-0.19149192642804574,-0.19628247940834737,-0.28487837127244947,-0.1275153426126669,-0.7337079321312171,-0.3202904337019779,-0.38988430497212734,-0.11476596157913524,-0.4312559522477971,-0.11136392397744714,-0.23891934294085587,-0.7942248022426491,-0.6456639979721213,-0.29291703603882746,-0.14285714285714277,-0.14645975437882988,-0.12751534261266706,-0.15051829901569447,-0.5212145598559265,-0.7098826411339105,-0.8317078319883016,-0.3330375807483608,-0.2597805620693693,-0.13150664608837048,-0.2460063674141157,-0.1987486842749911,-0.2553933858805368,3.087721022662623,-0.3132482886635466,-0.3615639223832789,-0.31943828249996836,-0.47000887288602783,-0.21727847001998674,-0.1499829574503791,-0.14645975437883021,-0.2658266569837725,-0.7633641999516548,-0.04333158890189454,-0.16658099888065936,-0.43643578047198744,-0.27649621320880813,-0.1942571724714512,-0.21354560854605056,-0.7074054346971393,-0.30356246580969926,-0.20960938184084324,-0.1505182990156949,-0.4636652439441199,-0.12011416270764023,-0.2119718835478847,-0.08980265101338715,-0.41704869624848506,-0.2119718835478847,-0.13150664608836948,-0.13772614261276012,-0.11476596157913571,-0.14285714285714265,-0.11915864618843311,-0.545912955147955,-0.4817207211909905,-0.35743795107099524,-0.5507645370035058,-0.14702865267285703,-0.11020775375559623,-0.13916893275819786,-0.4546498086930417,-0.17281816283231585,-0.20412414523193045,-0.23199469845727191,-0.4275702055292084,-0.14998295745037912,-0.13538810472195573,-0.20412414523192984,-0.6859577966286372,-0.24881287841341804,-0.1315066460883701,-0.23673712220542423,-0.6807679574070123
"gl-PLP185, PLP186",-0.22227080044538663,-0.11915864618843316,-0.12751534261266687,-0.17886236067447875,-0.09529814069847005,1.905366569469412,-0.19874868427499112,-0.23908057580332964,-0.09529814069847005,-0.27736089379583145,-0.044766148103584535,-0.13608276348795365,-0.44994935456390495,2.292709577208203,-0.16171366879482568,-0.08396038004872063,-0.0839603800487209,-0.11020775375559641,-0.08396038004871978,3.3707465189399515,-0.4242019264785363,-0.4666143589111824,-0.21111192558770286,-0.16012815380508785,-0.1054625327016293,-0.15729003520547127,-0.11020775375559613,-0.13538810472195592,-0.14285714285714265,-0.1701143931371218,-0.19699021102503378,-0.17886236067447867,-0.2821101171896257,-0.114765961579135,-0.044766148103585125,-0.09529814069847029,-0.15343224377184772,1.6739912482592698,-0.16658099888065936,-0.05052364529257089,-0.2437146898732889,-0.13150664608837112,-0.13150664608836968,-0.08396038004872061,-0.4190790380624779,-0.1665809988806594,-0.12751534261266687,-0.06337242505244768,-0.2889318042396316,-0.0776930968865505,-0.11020775375559659,-0.06337242505244768,-0.24124895481858075,-0.13150664608837062,-0.08396038004872025,-0.06337242505244767,-0.08980265101338716,-0.10050378152592135,-0.08396038004872045,-0.34709320966674717,-0.2773608937958305,4.186200167772714,-0.3249575484182239,-0.0708881205008338,-0.054854599453863,-0.07088812050083393,-0.280580011784166,-0.11915864618843319,-0.11020775375559698,-0.1234035104684582,-0.22813438985148882,-0.070888120500834,-0.09529814069846948,-0.1191586461884332,-0.39296793357907717,-0.12427976460351152,-0.08612933150548124,-0.11915864618843296,1.8563426915124233
a-CL258,-0.6418123312012011,-0.3692853328467536,-0.3680053699735383,-0.4873937159025327,-0.269625480692106,0.2444841752124366,0.8608274221054059,0.5899475728895713,-0.25317216319399355,0.38587391517708913,-0.25816911417308425,-0.4495436916940507,-0.8405433080714778,1.2005964999856664,-0.5362879426568172,-0.26252051021607237,-0.23718930431613885,-0.27235469034967086,-0.24560222393820907,0.11269084306830655,0.9420263585783516,-0.748381283172275,0.9650973643492495,-0.5145009195963833,-0.26750560626987346,1.802851858608247,-0.3641208754355817,-0.44028192173111863,-0.5210920107601481,-0.5646070424494509,-0.6762215029941797,-0.5963370186502246,0.3324415178892915,-0.347698311928796,-0.2619728595672569,-0.2603514080593162,-0.4667596283174161,1.4379536614166,-0.43643578047198744,-0.2437146898732889,-0.14750616665044844,-0.47840458136595815,-0.3882007659931382,-0.3886728159697799,0.2675599348380683,-0.5144618102538356,-0.34846861630265613,-0.25929878350055363,-0.8827579026872853,-0.2401922307076327,2.4830636511256627,-0.25890435250935795,-0.8697534951653751,-0.36311804642209655,-0.25672208307392813,-0.25501475340612406,-0.24333394676099718,-0.25278553222224515,-0.25317216319399377,-0.07050641833471707,0.2866694555634072,-0.6207319413040722,-0.0663444254733405,-0.2576003312425401,-0.28284517593585456,-0.25039819510236117,-0.8994700299347315,-0.35830874321790923,-0.3684210526315819,-0.43872583596937087,0.4482214814369727,-0.26582665698377234,-0.2679764191126325,-0.3959727580113434,1.1748444431653235,1.7987489252618547,-0.275505423034974,1.7027174845389197,-1.3502979286027252
a-LHPV8c1,-0.3796427235255572,-0.22717430935012814,-0.22717430935012825,-0.3150118772463266,-0.1697250257391061,-0.8173686407114589,-0.3962597501228444,-0.4724768982643962,-0.15729003520547066,-0.49895961673270767,-0.17586311452816378,-0.2992250252045812,0.11996650710219006,0.5353899446545111,-0.35587413960858116,-0.17251106023859294,-0.1850453700008983,-0.1669896403118589,-0.1534322437718478,-0.609077571706127,0.33224670046480564,-0.9449979079785942,1.8943686629389913,-0.34340071187702065,-0.18760780199820998,-0.3012003887743849,-0.2594298807053423,-0.3029145636836694,-0.3466907625387574,-0.3387237266898924,-0.4362197397708094,-0.41642073754574566,-0.5298704329217401,-0.21970905662721898,-0.17920232561039048,-0.16972502573910647,-0.26926023193385185,-0.8995981688824412,-0.27649621320880813,-0.13150664608837112,-0.47840458136595815,-0.14054978615862718,-0.24828176658071216,-0.23908057580332948,1.6099441720231962,-0.3348744110513896,4.2277524511678415,-0.17886236067447867,-0.5293632409625469,-0.1762182934546897,-0.21474704482545753,-0.15681251204679567,-0.5199791066910867,-0.2503981951023611,-0.16658099888065958,-0.17586311452816417,-0.12427976460351141,-0.15681251204679605,-0.18760780199821014,0.8628662407020684,1.3460055344579533,-0.40300866466520646,-0.670774144631116,-0.14998295745037918,-0.16658099888065925,-0.15681251204679642,-0.5108344859551709,-0.2847473987257491,-0.26843339998962973,-0.29497929646138943,-0.46083024232799924,-0.2119718835478847,-0.14998295745037912,-0.2343753532135093,-0.829758484219055,-0.2765647579422359,-0.17586311452816353,-0.2908585540800899,0.3502078296895994
u-PLP.349,-0.26291524102480995,-0.14702865267285703,-0.14492584511891315,-0.24140625836710847,-0.07769309688655154,-0.5721826584169045,-0.2594298807053417,-0.29885258919705254,-0.10050378152592128,-0.3929657698815432,-0.09529814069846977,-0.18760780199820948,0.8731358245669898,1.4251677831027816,-0.23437535321350922,-0.14285714285714288,-0.11915864618843305,-0.10546253270162931,-0.11476596157913545,-0.38161253317148586,-0.6159734103013856,0.9645211473655354,-0.27757183040501376,-0.23420572297684056,-0.1191586461884331,-0.22227080044538683,-0.14998295745037918,-0.2220764357981969,-0.229415733870562,-0.2510336242535792,-0.27383068291970714,3.540175849394032,-0.4022323514050145,-0.15729003520547075,-0.14285714285714282,-0.08396038004872024,-0.206767665679104,2.6968559697221615,-0.1942571724714512,-0.13150664608836968,-0.3882007659931382,-0.24828176658071216,-0.009566171731059246,-0.20145154833543302,-0.5430108123821564,-0.22207643579819666,-0.16381273202031887,-0.1191586461884331,-0.34312057400094537,-0.11915864618843293,-0.1568125120467955,-0.12751534261266687,-0.3744770285222049,-0.14645975437882952,-0.11020775375559591,-0.13538810472195512,-0.10050378152592182,-0.11476596157913574,-0.11581371547232656,-0.4572102020694742,-0.37874848413915846,-0.3054414193284866,1.7027174845389201,-0.11020775375559692,-0.11476596157913563,-0.10674760375242323,-0.3939145952617125,-0.17281816283231574,-0.13981680465000715,-0.19073431957798664,-0.3298984776640957,-0.14645975437882863,-0.10546253270162934,-0.1665809988806595,1.3461753314079188,-0.2271743093501283,-0.09529814069846956,-0.20960938184084302,-0.529806489388348
Me-15,-0.2826899483735598,-0.15681251204679628,-0.1987486842749911,-0.26378974963035473,-0.1234035104684582,-0.6114540384188097,-0.30939726243551247,-0.310503750426307,-0.13150664608837037,-0.39239551579574944,-0.11915864618843283,-0.22279666038104093,-0.6597798851820939,-0.5426201687601935,-0.2768772075757723,-0.13150664608836987,-0.10050378152592189,-0.1275153426126668,-0.11476596157913546,2.3771410671227833,-0.6159976882123559,-0.641731812142081,-0.29085855408009026,-0.22575186920273213,-0.14998295745037915,-0.20170141995959687,-0.17011439313712168,-0.22941573387056308,-0.25722940774499525,-0.24889134708717006,-0.3124189394440137,3.3707465189399763,-0.39907981026971184,-0.16338312389759876,-0.1054625327016293,-0.12340351046845795,4.269750488116247,0.9325048082403041,-0.21354560854605056,-0.08396038004872061,-0.3886728159697799,-0.23908057580332948,-0.20145154833543302,-0.08436664291508787,1.0483115097551792,-0.22227080044538663,-0.18869310866933175,-0.1464597543788297,-0.3769413901703884,-0.11915864618843289,-0.13916893275819844,-0.08025723539051265,-0.369857053795808,-0.20676766567910426,-0.11915864618843339,-0.11020775375559637,-0.15343224377184764,-0.12751534261266706,-0.12427976460351119,1.7920703659145443,-0.3797334439926448,-0.27173375006901773,1.5650481102780356,-0.11915864618843307,-0.1054625327016293,-0.11020775375559642,-0.3618097209943907,-0.1818181818181807,-0.17920232561039054,-0.18133987104715898,-0.34664080809683917,-0.11476596157913556,-0.09529814069846991,-0.16012815380508827,-0.5654715139170413,-0.2186627058334535,-0.13150664608836968,-0.21727847001998657,1.2317443268731612
