,Checked (everything but nblast clusters and indirect pathways),Flywire ID_updated,v630 ID,vPN or LVIN,FlyWire Super Class,Source of Visual Input,Cell Body Position,NT prediction,NT prediction score,NBLAST cluster,Type,Type Code,Pathway type to MB Left,Pathway type to MB Right,Synapses to KCg-d_Left,# of KCg-d Partners_Left,Synapses to KCg-d_Right,# of KCg-d Partners_Right,Synapse sum to LVINs,Synapse sum to LVINs left,Mirror Twin Ints,Is Mirror Twin a Direct KCgd Input (v630)?,Notes,RF_size
775,,720575940625570691,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
776,,720575940620929926,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,126
778,,720575940616072081,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
779,,720575940616614801,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
780,,720575940612234133,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,17
781,,720575940615347094,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
782,,720575940633664407,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,95
783,,720575940627911579,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
784,,720575940632726436,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
785,,720575940622687145,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
786,,720575940606489521,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,44
757,,720575940625259292,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,103
756,,720575940645475095,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
755,,720575940628292373,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
754,,720575940628886265,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
724,,720575940631460423,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
725,,720575940639220302,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,90
726,,720575940625969753,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
727,,720575940625816153,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
728,,720575940619922017,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
729,,720575940640311923,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
730,,720575940660755073,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,58
731,,720575940607304322,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,15
732,,720575940626254467,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
733,,720575940607900290,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,296
734,,720575940635593370,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,75
735,,720575940633946778,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,67
736,,720575940627233435,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,10
737,,720575940655047329,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
787,,720575940611425203,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,19
738,,720575940628355752,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,45
740,,720575940613204650,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
741,,720575940621212336,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
742,,720575940612780723,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
743,,720575940622785207,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
744,,720575940639730365,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
745,,720575940614853318,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
746,,720575940622125773,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,108
747,,720575940628884183,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,248
748,,720575940614226655,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,85
749,,720575940634280674,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,74
750,,720575940628615912,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,77
751,,720575940628529896,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,470
752,,720575940623764204,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
753,,720575940610767602,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,20
739,,720575940611396266,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,58
855,,720575940633713912,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,122
788,,720575940625159098,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,64
790,,720575940618683339,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,82
825,,720575940626629732,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,107
826,,720575940628030567,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,158
827,,720575940646095982,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,82
828,,720575940612676721,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,188
829,,720575940630690934,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
830,,720575940631192694,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,53
832,,720575940623850632,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,53
833,,720575940626885775,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,44
834,,720575940624745616,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
835,,720575940632505495,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,44
837,,720575940617725086,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,73
838,,720575940655602849,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,707
839,,720575940632845476,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,150
840,,720575940614223015,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,162
841,,720575940626779304,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
842,,720575940626760872,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
843,,720575940619017387,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,167
844,,720575940604226732,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
845,,720575940626134202,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
846,,720575940638227645,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,76
847,,720575940644682952,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,120
848,,720575940617741529,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
849,,720575940632640737,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
850,,720575940633138402,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,80
851,,720575940634033378,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
852,,720575940621591792,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
853,,720575940628143345,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
824,,720575940621171806,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
823,,720575940635085919,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
822,,720575940626822233,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
821,,720575940633324627,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,540
791,,720575940623614925,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
792,,720575940613077969,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
793,,720575940622613462,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,93
794,,720575940628313052,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
795,,720575940614259679,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
796,,720575940616731622,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
797,,720575940624028647,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,87
798,,720575940626977768,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,133
799,,720575940625558515,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,107
800,,720575940653171702,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,98
801,,720575940615144446,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
802,,720575940623680511,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
803,,720575940629613568,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,70
804,,720575940615164926,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,12
789,,720575940605717449,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,63
805,,720575940629543939,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
807,,720575940627710992,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,156
808,,720575940644342807,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
809,,720575940622533665,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,80
810,,720575940612822056,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,68
811,,720575940621976614,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
812,,720575940631499818,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,23
813,,720575940629402667,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,85
814,,720575940629437483,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
815,,720575940632126506,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,107
817,,720575940609293380,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
818,,720575940617339973,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
819,,720575940631307339,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
820,,720575940619971669,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,75
455,,720575940617614459,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,19
989,,720575940612685810,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
453,,720575940604947558,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,19
143,,720575940620055601,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
144,,720575940630131768,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,85
145,,720575940625611834,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
146,,720575940628528188,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
147,,720575940638278717,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,86
148,,720575940615492667,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
149,,720575940636369983,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
150,,720575940620995660,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,78
151,,720575940625730637,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,20
152,,720575940633334867,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,17
153,,720575940629380199,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
142,,720575940627893291,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,93
154,,720575940619277421,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,44
156,,720575940626433155,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,100
157,,720575940635688078,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
158,,720575940613106838,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
159,,720575940625245336,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
160,,720575940653122721,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,23
161,,720575940620989609,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,70
162,,720575940610593971,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
163,,720575940603618494,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,85
164,,720575940609774805,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
165,,720575940618015956,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
166,,720575940630809815,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
155,,720575940640291955,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,99
141,,720575940629228559,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
140,,720575940626310150,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
139,,720575940627047426,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,70
114,,720575940628056828,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,186
115,,720575940617775873,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
116,,720575940629629711,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
117,,720575940618846996,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
118,,720575940628419372,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
119,,720575940609039172,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,98
120,,720575940627663698,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,73
121,,720575940631389011,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,23
122,,720575940625277785,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
123,,720575940634497887,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,84
124,,720575940619430772,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,78
125,,720575940625617801,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
126,,720575940621179786,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,74
127,,720575940623027092,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
130,,720575940653122465,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
131,,720575940620030885,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,121
132,,720575940619285414,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
133,,720575940603372460,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
134,,720575940614523835,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
135,,720575940628048834,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,59
136,,720575940610266066,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,83
137,,720575940629949399,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,115
138,,720575940620100568,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,82
167,,720575940613047519,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
113,,720575940630450935,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
168,,720575940638164190,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,59
170,,720575940621481221,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,89
200,,720575940623363598,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,60
201,,720575940616097314,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,68
202,,720575940616431138,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,118
203,,720575940614374952,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
204,,720575940619093553,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
205,,720575940615421499,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
206,,720575940630857276,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,635
207,,720575940618954331,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
208,,720575940637054554,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
209,,720575940620680798,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,56
199,,720575940626163216,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,62
211,,720575940634236535,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
213,,720575940625747593,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,53
215,,720575940642217632,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
216,,720575940632917677,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,51
217,,720575940635752110,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
218,,720575940619144880,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
220,,720575940621743812,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
221,,720575940643075784,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
222,,720575940615870164,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,45
223,,720575940632086242,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
212,,720575940618038907,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
198,,720575940614936076,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,65
197,,720575940622177780,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
196,,720575940619181551,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,88
171,,720575940606921995,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
172,,720575940620856589,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
173,,720575940629556495,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
174,,720575940628141333,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,31
175,,720575940627930412,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,60
176,,720575940632999213,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,59
177,,720575940614446386,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
178,,720575940628006216,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,59
179,,720575940630955345,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
180,,720575940627699047,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,71
181,,720575940629509484,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
182,,720575940635819376,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
183,,720575940618466694,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
184,,720575940623936904,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
185,,720575940623889800,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,539
186,,720575940634480026,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
454,,720575940634592363,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,143
188,,720575940655359393,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,62
189,,720575940622724521,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,227
190,,720575940633116095,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
191,,720575940605179326,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,178
192,,720575940613090769,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,69
193,,720575940613576159,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
194,,720575940610455002,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,41
195,,720575940611503589,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
112,,720575940622553843,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,67
111,,720575940618691310,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,84
110,,720575940625881832,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,64
28,,720575940639491517,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
29,,720575940619773376,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,128
30,,720575940610975402,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
31,,720575940636212984,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
32,,720575940626591484,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,21
33,,720575940614072076,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
34,,720575940633050976,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,20
35,,720575940634707819,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
36,,720575940637106032,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,261
37,,720575940621917222,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,33
38,,720575940624465922,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,52
27,,720575940620475772,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
39,,720575940624623623,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
41,,720575940606236683,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
42,,720575940647071779,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,57
43,,720575940645187620,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,53
44,,720575940623462441,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
45,,720575940631107629,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,66
46,,720575940625686605,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
47,,720575940616501341,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,44
48,,720575940609648738,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
49,,720575940620449908,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,80
50,,720575940614543477,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,67
51,,720575940625375357,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,62
40,,720575940607791113,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,69
26,,720575940611265906,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
25,,720575940635536752,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,32
24,,720575940631196946,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
988,,720575940621852656,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,140
0,,720575940640522448,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,67
1,,720575940623431935,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,42
2,,720575940617972180,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
3,,720575940627159568,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
4,,720575940640492120,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
5,,720575940633053792,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,35
6,,720575940627698279,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
7,,720575940622947080,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
8,,720575940616606491,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
9,,720575940626586405,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,45
10,,720575940646011700,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,55
11,,720575940621626209,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,171
12,,720575940627698535,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
13,,720575940621228927,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
14,,720575940603868081,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
15,,720575940634069940,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,26
16,,720575940617761721,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
17,,720575940631507937,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
18,,720575940614069260,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,23
19,,720575940622732361,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
20,,720575940612420783,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
21,,720575940633353407,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
22,,720575940605177033,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,24
23,,720575940616074497,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,27
52,,720575940627693701,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
53,,720575940616038545,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,49
54,,720575940625039508,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,124
55,,720575940621033637,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
85,,720575940630768092,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
86,,720575940611490277,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,84
87,,720575940619823600,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
88,,720575940612919806,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
90,,720575940630641183,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
91,,720575940630659629,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,78
92,,720575940628832828,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,22
93,,720575940616190533,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,65
94,,720575940630737489,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
95,,720575940631345751,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
96,,720575940634524271,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
97,,720575940617544315,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
98,,720575940627202691,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,263
99,,720575940627487369,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,299
100,,720575940625156752,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
101,,720575940625246872,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
102,,720575940629564059,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,72
103,,720575940618535589,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,46
104,,720575940621904560,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,146
105,,720575940605971145,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,96
106,,720575940609706702,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,54
107,,720575940631290579,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,43
108,,720575940618019544,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,50
109,,720575940628517608,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
84,,720575940612356561,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,82
224,,720575940622069482,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,74
83,,720575940631405007,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,74
81,,720575940614506927,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,65
56,,720575940607830211,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,47
57,,720575940614549713,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
58,,720575940610595034,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,62
59,,720575940613509343,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,40
60,,720575940638290148,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,61
61,,720575940613130469,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,36
62,,720575940619575540,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,34
63,,720575940628920571,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,66
64,,720575940614912268,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,79
65,,720575940631429394,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,45
66,,720575940632410393,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,58
67,,720575940629889311,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,19
68,,720575940611875112,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,30
69,,720575940630485295,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,89
71,,720575940626268488,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,62
72,,720575940626706762,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,70
73,,720575940633370975,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,25
74,,720575940609415522,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,48
75,,720575940609401186,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,37
76,,720575940629467495,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,39
77,,720575940621594989,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,88
78,,720575940624730520,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,66
79,,720575940655712673,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,155
80,,720575940622115241,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
82,,720575940621173168,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,63
225,,720575940624772844,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,38
187,,720575940633978266,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,124
227,,720575940622130949,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,68
373,,720575940649720441,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,29
374,,720575940618762887,,,,Me: all VPNs,,,,,,,,,,,,,,,,,,28
