,Data,Shuffle mean,Shuffle min,Shuffle max
0,0.08011462778901962,0.07845456673601235,0.07555161710005844,0.0807896924988889
1,0.03030432025283489,0.03024364098202744,0.02845693197086661,0.03225103951687781
2,0.029207087935949175,0.027503841682894548,0.02603634929767544,0.028984994298342226
3,0.025479148729034663,0.02558655081792445,0.024424589849095717,0.026754167037178676
4,0.02488790637509804,0.024091352550550713,0.022994279666378143,0.025502049886228
5,0.02391717494681582,0.022740728885045837,0.021660968519688843,0.023861953322137208
6,0.021969994241485925,0.021212763683510407,0.020246819790021214,0.022417014568465125
7,0.021671141341630038,0.019927557887877985,0.019033492632956665,0.02083737562127039
8,0.019672304319616033,0.019004001422863386,0.01816778903427236,0.01979753943743953
9,0.018843110110248848,0.01830798699807775,0.017500047508304407,0.019074144114925612
10,0.01796103451086664,0.0176591953995091,0.016888771661279427,0.018341215114197493
11,0.017330247907324372,0.01708742742964977,0.01642616647038889,0.017699600894413792
12,0.01656324393377179,0.016536108191423968,0.015859774532953248,0.01729082691982468
13,0.015962549477919093,0.016053303977481944,0.015404770471810957,0.016666169247885828
14,0.015843199061969616,0.015527703424115065,0.014923182262455138,0.01608966785785486
15,0.015066661668470649,0.015074647352286247,0.01450603876440863,0.015693501166176065
16,0.014352836947152559,0.01463180582480754,0.014095023428787858,0.015194203896710737
17,0.01416773263854469,0.01420210678404564,0.01368228692536058,0.01484041529700138
18,0.013840747777003034,0.013774616964651565,0.013250698675983542,0.014368508709880436
19,0.013283694496270681,0.013341126520451718,0.012870997454895042,0.013947185340142672
20,0.01309124750715312,0.012922020232182575,0.012423007044870215,0.013404262344218792
21,0.012239949361856014,0.012528381326541842,0.012014991429576214,0.013071328338440616
22,0.011801259266315459,0.012175852622538206,0.011697731455487366,0.01273279060086607
23,0.01149108091461694,0.01180292997470875,0.011344293407741677,0.012276689324568607
24,0.0112102319649693,0.011510346454526697,0.011070369239540847,0.011905327177614552
25,0.01093176574663653,0.011225186081924824,0.010805849121947542,0.011626072520399822
26,0.01080979064818094,0.0109580287739879,0.010623821963251982,0.011341931079607365
27,0.01050144639007251,0.010709924967551989,0.010346085198146051,0.011080100707037192
28,0.010360106411051069,0.010464330576564138,0.01014372531021187,0.01082425316570557
29,0.010059384735572158,0.010243974510305995,0.009951622195209453,0.010585115160288087
30,0.009889888949387637,0.010041111409070729,0.009760855426601598,0.010404118218713647
31,0.00957590432773895,0.009817330617988456,0.009488994877686117,0.010143100011651005
32,0.009285512030160106,0.009628157641419383,0.009323220103546196,0.0099165181737483
33,0.009014076778114413,0.009447269943023256,0.00917222653344325,0.009723958269237363
34,0.008968030350985338,0.00928512670858672,0.009031535212081245,0.009559274426377199
35,0.008623068828751823,0.009113141686712088,0.00881313653489704,0.009400470602156121
36,0.008536022776906682,0.008953599541562274,0.008719152666668456,0.009185110511047647
37,0.008502133884654746,0.008791637504760072,0.008526990983749913,0.009016357823072176
38,0.008468189125602306,0.008642148874121689,0.008380588894643515,0.008862458537702882
39,0.008362755148007401,0.008500216957767632,0.008257941261471117,0.008713036579440126
40,0.008170342241509343,0.008358724266494111,0.008098690931427288,0.008613351094281319
41,0.008050683875590681,0.008220631047940363,0.007963764042529442,0.008463492561859395
42,0.007884714512569816,0.00809055710332931,0.007846753902628494,0.008303476218860345
43,0.00782129401515182,0.007972716046347549,0.007725390457186335,0.008200578617534465
44,0.007616405211578204,0.007846056817260085,0.007604205835754191,0.00807420941311329
45,0.0074878542768167045,0.00771079829946934,0.0074803645945403785,0.00792718264148957
46,0.00741631479920895,0.007596967926533353,0.007363723510589627,0.007814500214800745
47,0.007277047714940103,0.007478343950534787,0.0072573984833915785,0.007701186030147756
48,0.007227349590028854,0.007364602648778074,0.007137964009295912,0.007562189327531881
49,0.007134574470083026,0.007254597113658139,0.007040678749459677,0.007468720727614352
50,0.007016892115001476,0.00714758391393894,0.006924777210608459,0.007364764703672064
51,0.0069388326197069,0.007040811319066043,0.006834216262335966,0.007258216231559511
52,0.006725622006213445,0.0069274341736165245,0.006721185306474415,0.007132361002590228
53,0.006716830053359947,0.006830415236962833,0.006625843065525833,0.007021071911412092
54,0.006562773064726027,0.006725430269730648,0.006528557547489243,0.006918386737846069
55,0.006482933613513911,0.0066221073934772156,0.006441118900847866,0.00681320983885486
56,0.006417451944206511,0.006516186025368751,0.0063355397092534705,0.006700699450510246
57,0.00629506638770739,0.0064247896876172585,0.006235948498610882,0.006608422517133244
58,0.006107365524984246,0.006326235835595681,0.006137245090389824,0.006512466887935303
59,0.006052936267225909,0.006232998445254283,0.006059409547137707,0.006433914779225447
60,0.006025346701716045,0.006138486397296709,0.005972324691596371,0.006320153644358562
61,0.005965240310428045,0.006049085382222201,0.005876581729608803,0.006256974559278488
62,0.005899801579961387,0.005962635306041813,0.005799937700551465,0.006170347297484553
63,0.005752440475006601,0.005875351508874162,0.005708282656664914,0.006057531361858351
64,0.005612044000925111,0.005780497857821338,0.005622212135738277,0.005974037726093868
65,0.005512816419328813,0.005700205246291343,0.0055350524877344825,0.0059070107562564506
66,0.00539789126092084,0.005605163086902607,0.005431337802764227,0.00579018181971331
67,0.00533346841349286,0.005518172733033922,0.005342778363973132,0.005702345043963198
68,0.005250148358341382,0.005433664708054346,0.005275521089738201,0.005606100202769765
69,0.005201951023100282,0.005347093794719244,0.005188320260720021,0.005526547762740161
70,0.005176036030293058,0.0052597790872870205,0.0051098349762631196,0.005450657180354412
71,0.005116859890206455,0.0051790719806152664,0.005033523062293913,0.0053960271266895714
72,0.005047447177584716,0.005096164790098922,0.004955093749727697,0.005284316679616922
73,0.004898257187162024,0.005009111893735021,0.00484320374754252,0.005182035406787672
74,0.004852736141181987,0.004927677744684683,0.0047719720572673135,0.005102629960360743
75,0.004809514234065079,0.004848109865023004,0.00469393316766554,0.005037040048558301
76,0.004660269391212243,0.004764730135493925,0.004613145516846523,0.004965251297624006
77,0.0046249427827416605,0.004680396174839804,0.004520976097516233,0.0048692653955192495
78,0.004599261663467869,0.004600272866635803,0.004443240134292506,0.004779065303160438
79,0.004484568406387552,0.004518591609806638,0.004369106923856938,0.004728849470985286
80,0.004402002304371594,0.00443899645637584,0.004279475869211204,0.004614198333746961
81,0.004360913950457116,0.004354585563612073,0.004194946334321153,0.00453212587750451
82,0.004281671481281224,0.0042721957182859085,0.004106327882321093,0.0044489651825105675
83,0.004224357274107398,0.004185258803139789,0.0040277779957132295,0.0043588584366066755
84,0.004184186990131103,0.004104986335476414,0.003948160449674277,0.004295358266765451
85,0.004024063895510081,0.004018639605843081,0.00383874653444742,0.004199725348475477
86,0.003986032543556302,0.003930744160467114,0.0037560966881103838,0.004115664214515452
87,0.00384132254711149,0.003849619720207511,0.003686615815876188,0.0040343080937860895
88,0.0038268538642293333,0.0037627148043182968,0.0035931524581272424,0.003946033666928984
89,0.0036233176821116,0.0036742468535437395,0.0035046747271582418,0.0038523592986761303
90,0.0035399119177391275,0.0035908241477697984,0.0034290857660929878,0.0037787938993074964
91,0.0034566379644712835,0.003502507795890598,0.003346957772192255,0.0036899847085270967
92,0.003364454313519789,0.0034133360619214943,0.0032410569329059617,0.0036155260663468876
93,0.0032939865679871977,0.003330124498051149,0.0031597446610275724,0.0035337467455212406
94,0.0031744029701825673,0.0032420107382479914,0.003067586955088902,0.0034403400097731277
95,0.003054412625539117,0.0031488266460217096,0.002964926688267184,0.003330283384623099
96,0.002973068887457048,0.003056625460256408,0.002883643539119696,0.0032496397462914227
97,0.0029248376917893207,0.0029646614632054254,0.0027676896707032285,0.0031565126435320876
98,0.002838133752460494,0.0028732285853000773,0.0026798389054753843,0.00308783840049257
99,0.002797304913362885,0.0027812047113177606,0.0025885757093877075,0.002996581256922006
100,0.002705346271242976,0.00268538250622143,0.0024728757636424703,0.0028984752175903
101,0.0025979222941463448,0.002589660615336514,0.002360091783821265,0.002830517096620705
102,0.002519581954271529,0.0024924438806980627,0.0022515203741447,0.0027239385550368385
103,0.002466187937811728,0.002397387977242143,0.0021737194916221533,0.002629357334422509
104,0.002363616659052955,0.0022998905585506673,0.0020823891108908833,0.0025314887892019062
105,0.0022625028303935803,0.002201578751700177,0.0019859792883915777,0.002441372767035698
106,0.002153963652096436,0.0021007744060696095,0.001892860984945776,0.0023216639978771818
107,0.0019637839465281412,0.001994105869566037,0.001771800081117788,0.0022409481176387854
108,0.0019373085563737695,0.0018693860834567112,0.0016328444011903468,0.002095668900381874
109,0.0018316308282785656,0.0017484706675830824,0.0014768715700747709,0.001991488914755225
110,0.0017836226612648405,0.0016030933566908473,0.0013227694113429908,0.0018799318685249404
111,0.0016778971370192456,0.0014349686303971308,0.0011595924104577094,0.0017685391649150991
112,0.0014342986404130606,0.0012454104998301165,0.0009589171386200833,0.0015692257887028717
113,0.0010305659422952147,0.0009982152303634995,0.0006611809057581675,0.0013719125346556863
114,0.0008421737847143796,0.0007040155452553514,0.00034799062712338686,0.0011091923992405325
115,0.00033042284056388003,0.00032987574495362145,0.00013958192514044098,0.000660969821224596
116,0.00014236456675041723,0.00010600193532913846,1.3975359819888314e-32,0.0003402208172708049
117,1.57998244487314e-32,8.828801487497955e-33,1.9075044844079868e-33,1.588688257706804e-32
118,2.2736681932118784e-33,2.362360576310324e-33,1.0666127397226283e-33,3.6303413887525194e-33
119,9.39711119809896e-34,1.5608039236298193e-33,7.377758359295757e-34,2.5237808157884818e-33
120,7.184004500215859e-34,1.0717012585144896e-33,6.145608349080686e-34,1.8707255138396673e-33
121,5.876285467025325e-34,8.029559932493351e-34,5.993218287547815e-34,1.332591817643224e-33
122,5.876285467025325e-34,6.734509035949879e-34,5.911465635889739e-34,9.966916880400257e-34
123,5.876285467025325e-34,6.276862755392666e-34,5.864188642499708e-34,6.6463359102638996e-34
124,5.876285467025325e-34,6.198116947863721e-34,5.8333296731035755e-34,6.519708772807427e-34
125,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
126,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
127,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
128,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
129,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
130,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
131,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
132,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
133,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
134,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
135,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
136,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
137,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
138,5.876285467025325e-34,6.196988191392606e-34,5.8333296731035755e-34,6.519708772807427e-34
139,5.876285467025325e-34,6.196913261221968e-34,5.8333296731035755e-34,6.519708772807427e-34
140,5.876285467025325e-34,6.021379772288375e-34,4.608015784250948e-34,6.490099891780388e-34
141,5.292275478613194e-34,5.358383264512612e-34,2.3470774441092545e-34,6.471047772186902e-34
142,4.246592929829461e-34,3.3281057827889343e-34,1.518320738996979e-34,6.2954538757346965e-34
143,1.294483793735708e-34,1.2700086911973357e-34,3.047732654793159e-35,2.698291340726031e-34
