,VPN,PC 1 loading,PC 2 loading,PC 3 loading,Top LVIN output
0,720575940609627403,-4.739648176796404e-16,-1.0815687962433689e-16,1.4060334118330767e-16,720575940631783372
1,720575940640836952,-0.005119461272305301,-0.0017485132548173113,-0.033983540114866505,720575940611914850
2,720575940625459464,-0.005119461272298349,-0.0017485132548169479,-0.03398354011486563,720575940611914850
3,720575940647731252,-0.005119461272300957,-0.001748513254816285,-0.033983540114862494,720575940611914850
4,720575940629824617,-0.005119461272300284,-0.0017485132548167453,-0.03398354011486911,720575940611914850
5,720575940640715392,-0.0051194612723010945,-0.001748513254817178,-0.03398354011486362,720575940611914850
6,720575940622446106,-0.006858679202341013,-0.012802279224544069,-0.015391465473215576,720575940606769854
7,720575940622215590,0.05660614508468916,0.16183896350522758,-0.03978432476185111,720575940624951847
8,720575940615149836,0.22701843903803084,0.1855273202571242,0.1431389032090703,720575940624951847
9,720575940639389161,0.18343864683974231,-0.06396225419598349,0.03654936972159825,720575940637736006
10,720575940613941475,0.056606145084689176,0.16183896350522584,-0.039784324761850946,720575940624951847
11,720575940615566846,0.05148668381238837,0.1600904502504086,-0.07376786487671648,720575940624951847
12,720575940616631455,0.05148668381238837,0.1600904502504087,-0.0737678648767165,720575940624951847
13,720575940633292113,0.05148668381238837,0.16009045025040866,-0.0737678648767165,720575940624951847
14,720575940631298860,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
15,720575940616412738,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
16,720575940606824382,0.056606145084689176,0.16183896350522584,-0.03978432476185099,720575940624951847
17,720575940647804212,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
18,720575940640541347,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
19,720575940605184958,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
20,720575940624004109,-9.997990155122628e-06,0.07444532588225158,0.0316955852968154,720575940626248250
21,720575940627511582,-0.0,-0.0,0.0,720575940631783372
22,720575940638558115,-0.11536569179697662,-0.033255488297401804,0.14064830493832856,720575940632219361
23,720575940632401745,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
24,720575940626019197,-0.007651022890446456,-0.00038374578606255593,-0.0064259446867424765,720575940631783372
25,720575940627715721,-0.007651022890446456,-0.00038374578606255593,-0.0064259446867424765,720575940631783372
26,720575940625418057,-0.008024231825198829,-0.015375367081744114,-0.01885695768523935,720575940632070370
27,720575940631728123,-0.007663679587349104,-0.014568885386313872,-0.01775989139434167,720575940618445497
28,720575940626701886,-0.080521404790447,0.025737379258819762,0.3072676979963748,720575940632219361
29,720575940627537436,-0.007677035819800194,-0.014539721824379945,-0.017884693903618097,720575940616070283
30,720575940603886880,-0.0021611731323116757,-0.0042184430697736145,-0.012736938156255638,720575940615438495
31,720575940626018023,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
32,720575940621232519,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
33,720575940624587447,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
34,720575940618774301,-0.008246017620554977,-0.01348300621016491,-0.0219399052052771,720575940624690116
35,720575940637667726,-0.007828813457979634,-0.014716043249800687,-0.018533048802744794,720575940638124376
36,720575940625790904,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
37,720575940620464331,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
38,720575940617386309,-0.007828813457979634,-0.014716043249800687,-0.018533048802744794,720575940638124376
39,720575940617947531,0.18343864683974231,-0.06396225419598178,0.03654936972159833,720575940637736006
40,720575940628139113,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
41,720575940630585704,-0.0,-0.0,0.0,720575940631783372
42,720575940619677854,0.008623840026128293,0.034626743911157006,-0.03363518341296524,720575940622440461
43,720575940640550563,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
44,720575940616663602,-0.005119461272300781,-0.0017485132548171502,-0.033983540114865526,720575940611914850
45,720575940631807827,0.054434973962222376,0.23206584631770386,-0.020825677621291245,720575940624951847
46,720575940618529885,0.03844500952743312,0.2559514891453254,-0.0467708660535013,720575940624951847
47,720575940627704189,0.2400447919244315,0.09787670930924404,-0.0032349550402526388,720575940624951847
48,720575940620455408,-0.0018652200494961757,-0.0028336464196329243,0.012200957839073191,720575940620745069
49,720575940624724202,-0.010855181763933885,0.017423728135402904,0.12741521110876264,720575940620343345
50,720575940626874442,-0.044659256549324115,0.015724768621150124,0.2056817651730126,720575940618422941
51,720575940625610270,-0.04485210995556063,0.03026998519270548,0.21680018609305166,720575940632219361
52,720575940639874493,0.2400447919244315,0.09787670930924404,-0.0032349550402526388,720575940624951847
