,Data,Shuffle mean,Shuffle min,Shuffle max
0,0.25186930743400776,0.26186641274852834,0.25312957768661765,0.27308999746132634
1,0.11540285250389838,0.061163613699974285,0.05702190494127156,0.06593451367607155
2,0.07729389197391376,0.05522683688197112,0.05227109353429976,0.05845935482877742
3,0.05859912699885081,0.05106283808303129,0.04840115343375311,0.0542913087630702
4,0.054738424104729816,0.04756436891874141,0.0451106132083805,0.05014464341598004
5,0.0493525346773049,0.044352772737754356,0.04210765628830727,0.04645194916493723
6,0.046985038782040314,0.041487991317589276,0.039433879457296615,0.04334330781077455
7,0.03724180200536537,0.03922243950041564,0.037324508883522886,0.04096906744708271
8,0.03611175032975368,0.03681568912930646,0.03521189588733554,0.03873312005544962
9,0.03025769898829672,0.03452211133483879,0.03296591188830551,0.03634850687690437
10,0.027198957820317494,0.032587706534980006,0.031012738069334307,0.034134732510104876
11,0.0262409335489255,0.030720476130372668,0.029098186802994627,0.03241475525531029
12,0.02090962748124875,0.028897843474846568,0.027150453729551514,0.030510812430986724
13,0.01964283200193865,0.02714563578826537,0.025530340678281353,0.028516772756449538
14,0.01737629437271241,0.025217897401641615,0.0238142334117619,0.026730606279845193
15,0.015030137552830766,0.023449384557399644,0.022146364729343285,0.024818318832378384
16,0.014332266526794734,0.021529911263366407,0.020324840687408297,0.02286089299664556
17,0.01321321710200442,0.019694292969840262,0.018570703772342215,0.020923914679627526
18,0.012406924942689085,0.018164729355315937,0.017084025275215922,0.019200846341260937
19,0.011466177635165022,0.016714260986362178,0.015617272422781556,0.01775180359344252
20,0.010160423285855945,0.015467728912330536,0.014223895635271357,0.01663518564830469
21,0.010065430710466639,0.014090779403084022,0.01301424664014158,0.01517186577326797
22,0.009331195683298384,0.01241020708762762,0.01134440060212906,0.013444408090461159
23,0.008081590173202839,0.010687561009418678,0.009754069956753248,0.01172650610613589
24,0.007501155282858446,0.009243234987437263,0.008418211125519718,0.01001150289410619
25,0.006841216803333272,0.00806136601009398,0.007202349662521834,0.008734548915557323
26,0.005874236426015812,0.006151416614117282,0.0054255226812305575,0.0067287511177431735
27,0.003112614717961453,0.003241340953747798,0.002902614142442315,0.003555849537419519
28,0.0024896286131048558,0.0024147650341935704,0.0020933225187178355,0.0026407136553301225
29,0.0008727115211141836,0.0008243871734076538,0.000689465078688214,0.0009243503242464727
