,Presynaptic neuron type,Presynaptic neuron,Postsynaptic neuron,Predicted synapse type,Variance in distances from centroid
428,LVIN,720575940603976672,720575940620236270,claw,144.6223260841476
429,LVIN,720575940603976672,720575940622884499,claw,1229.0357049038685
430,LVIN,720575940603976672,720575940635031403,claw,1070.2508773441493
431,LVIN,720575940603976672,720575940650545398,claw,299.61689566863794
432,LVIN,720575940615438495,720575940615713292,en_passant,3843.5251043686408
433,LVIN,720575940615438495,720575940619696660,claw,438.3320511533729
434,LVIN,720575940615438495,720575940640923381,claw,754.2169012601036
435,LVIN,720575940615438495,720575940643195159,claw,435.9563803411354
436,LVIN,720575940635718255,720575940606929419,claw,219.31634643475653
437,LVIN,720575940635718255,720575940630166646,claw,319.392579376178
438,LVIN,720575940635718255,720575940635389808,claw,206.42148235357124
439,LVIN,720575940635718255,720575940643466094,claw,144.05025843637398
440,LVIN,720575940606769854,720575940617696769,claw,691.1056638354627
441,LVIN,720575940606769854,720575940618110021,claw,234.36849562070998
442,LVIN,720575940606769854,720575940640923381,en_passant,6355.535112003923
443,LVIN,720575940622440461,720575940608413193,claw,1146.5877163784876
444,LVIN,720575940622440461,720575940619229037,claw,763.8384092965439
445,LVIN,720575940620343345,720575940606683915,claw,1039.2251250248923
446,LVIN,720575940620343345,720575940606691932,en_passant,3492.45285448041
447,LVIN,720575940620343345,720575940613863903,claw,47.30516516534161
448,LVIN,720575940620343345,720575940616284955,claw,696.2346541825164
449,LVIN,720575940620343345,720575940617150878,claw,364.51116026759394
450,LVIN,720575940620343345,720575940618904229,claw,130.78465789477204
451,LVIN,720575940620343345,720575940605829297,claw,152.9050180289667
452,LVIN,720575940620343345,720575940609533538,claw,1024.7714759082378
453,LVIN,720575940620343345,720575940617266833,claw,751.6072847831291
454,LVIN,720575940620343345,720575940619511206,claw,531.521831619592
455,LVIN,720575940620343345,720575940620227617,claw,569.0723550070965
456,LVIN,720575940620343345,720575940620896588,claw,990.8009645244107
457,LVIN,720575940620343345,720575940621174742,claw,586.8767015782418
458,LVIN,720575940620343345,720575940621527337,claw,1073.874360285215
459,LVIN,720575940620343345,720575940621650116,claw,762.032796878164
460,LVIN,720575940620343345,720575940622884499,claw,546.847950282072
461,LVIN,720575940620343345,720575940625632893,claw,1263.3831376219268
462,LVIN,720575940620343345,720575940627229007,en_passant,1865.859838255146
463,LVIN,720575940620343345,720575940627295260,claw,1020.5131374955192
464,LVIN,720575940620343345,720575940628134266,claw,1183.2684917512001
465,LVIN,720575940620343345,720575940631490371,claw,473.9200923029508
466,LVIN,720575940620343345,720575940633023935,en_passant,3201.8857532150414
467,LVIN,720575940620343345,720575940633386603,claw,345.05878505763724
468,LVIN,720575940620343345,720575940636363621,claw,596.1595559864404
469,LVIN,720575940620343345,720575940636555182,claw,568.5602380873279
470,LVIN,720575940620343345,720575940647973497,claw,200.9699178002863
471,LVIN,720575940620343345,720575940650726390,claw,759.6636427441897
472,LVIN,720575940631718930,720575940613863903,claw,1206.4501343324205
473,LVIN,720575940631718930,720575940609533538,claw,999.0931431009394
474,LVIN,720575940631718930,720575940617201501,claw,1228.1401507011178
475,LVIN,720575940631718930,720575940620197658,claw,467.51237079395895
476,LVIN,720575940631718930,720575940627583217,claw,1266.8762272561787
477,LVIN,720575940631718930,720575940627953607,claw,914.9924449216232
478,LVIN,720575940631718930,720575940630428667,claw,406.99596392084146
479,LVIN,720575940630124050,720575940613955039,claw,131.29647759189604
480,LVIN,720575940630124050,720575940615332674,en_passant,1891.7937349598903
481,LVIN,720575940630124050,720575940616305181,en_passant,1958.411104507637
482,LVIN,720575940630124050,720575940620896588,claw,229.55280396791554
483,LVIN,720575940630124050,720575940625632893,en_passant,3867.685635398833
484,LVIN,720575940630124050,720575940626316974,claw,1337.4428847286795
485,LVIN,720575940626248250,720575940628134266,claw,180.8131607652554
486,LVIN,720575940618445497,720575940608413193,en_passant,5524.767178684775
487,LVIN,720575940618445497,720575940616295069,claw,1137.1390666508476
488,LVIN,720575940618445497,720575940616902213,claw,192.93600612691705
489,LVIN,720575940618445497,720575940627800446,en_passant,2536.6593635049007
490,LVIN,720575940618445497,720575940637165157,en_passant,2793.212391793896
491,LVIN,720575940620745069,720575940619511206,claw,228.65236531515768
492,LVIN,720575940611914850,720575940618903931,claw,356.679484695078
493,LVIN,720575940611914850,720575940617931547,claw,335.8719308914643
494,LVIN,720575940611914850,720575940621174742,claw,243.6192120459034
495,LVIN,720575940611914850,720575940621786602,claw,266.2561217534665
496,LVIN,720575940611914850,720575940621936362,claw,284.33493830481643
497,LVIN,720575940611914850,720575940627583217,claw,1200.7224889692723
498,LVIN,720575940611914850,720575940628405882,claw,379.89758862922184
499,LVIN,720575940611914850,720575940630834503,claw,215.27017639325834
500,LVIN,720575940611914850,720575940632271780,claw,236.2366546641676
501,LVIN,720575940611914850,720575940637435726,claw,298.3682253467253
502,LVIN,720575940611914850,720575940646289955,claw,344.122549271457
503,LVIN,720575940637736006,720575940643741384,claw,510.4928633166506
504,LVIN,720575940637736006,720575940618163013,claw,603.3944782100219
505,LVIN,720575940637736006,720575940618293589,claw,1227.4456464393947
506,LVIN,720575940637736006,720575940623859127,claw,131.77957328619837
507,LVIN,720575940637736006,720575940628145667,en_passant,2821.7997827649197
508,LVIN,720575940637736006,720575940630411894,en_passant,3268.9547749557314
509,LVIN,720575940637736006,720575940630428667,en_passant,2896.8379047151184
510,LVIN,720575940637736006,720575940629438825,claw,910.7336717683776
511,LVIN,720575940637736006,720575940635031403,claw,444.6840097514529
512,LVIN,720575940637736006,720575940643823816,claw,737.1533055064626
513,LVIN,720575940632070370,720575940605199305,en_passant,1671.2981769380426
514,LVIN,720575940632070370,720575940637037126,claw,194.71000502697547
515,LVIN,720575940619421319,720575940607520451,claw,222.2482692991399
516,LVIN,720575940638124376,720575940644677411,claw,164.31140702597295
517,LVIN,720575940610389602,720575940632271780,claw,846.855281282701
518,LVIN,720575940616070283,720575940627251216,claw,435.82639751096366
519,LVIN,720575940616070283,720575940628405882,claw,105.60548021870191
520,LVIN,720575940616070283,720575940646289955,claw,339.20858531747456
